date,time,localCurrentTemperature,localCurrentApparentTemperature,LocalForecastedTemperature_3,LocalForecastedApparentTemperature_3,LocalForecastedTemperature_6,LocalForecastedApparentTemperature_6,localCurrentHumidity,LocalForecastedHumidity_3,LocalForecastedHumidity_6,LocalCurrent_Cloudiness,LocalForecastedCloudiness_3,LocalForecastedCloudiness_6,localCurrentUVIndex,LocalCurrent_Rain,LocalForecastedRain_3,LocalForecastedRain_6,LocalCurrent_Snow,LocalForecastedSnow_3,LocalForecastedSnow_6,SensorTemperature,SensorRelativeHumidity,SensorUltraviolet,SensorLuminance,MotionAlarm,TamperAlarm,WallPlugSwitch1_Switch_1,WallPlugSwitch1_SensorPower_1,Multisensor_outside_SensorTemperature,Multisensor_outside_SensorRelativeHumidity,Multisensor_outside_SensorUltraviolet,Multisensor_outside_SensorLuminance,Multisensor_outside_TamperAlarm,Multisensor_outside_MotionAlarm,sensor1_temperature,sensor2_temperature,sensor3_temperature,sensor4_temperature,sensor5_temperature,sensor1_humidity,sensor2_humidity,sensor3_humidity,sensor4_humidity,sensor5_humidity,Enocean_Temperature_1,Enocean_Humidity_1,Brightness_sensor_temperature_1,Brightness_Sensor_Temperature_2,Brightness_Sensor_Ambient_Brightness_1,Brightness_Sensor_Ambient_Brightness_2,Brightness_Sensor_Motion_detection_1,Brightness_Sensor_Motion_detection_2,Brightness_Sensor_Battery_1,Brightness_Sensor_Battery_2,Socket_Energy_1,Socket_Energy_2,Socket_Power_1,Socket_Power_2,Socket_Switch_1,Socket_Switch_2,Socket_Energy_3,Socket_Energy_4,Socket_Power_3,Socket_Power_4,Socket_Switch_3,Socket_Switch_4,Luminance_Sensor_Luminance_1,Luminance_Sensor_Luminance_2,Luminance_Sensor_Battery_1,Luminance_Sensor_Battery_2,Rain_Sensor_Precipitation_1,Rain_Sensor_Water_Meter_1,Rain_Sensor_Battery_1,AIR_Quality_Sensor_CO2_2,AIR_Quality_Sensor_Dew_point_2,AIR_Quality_Sensor_Humidity_2,AIR_Quality_Sensor_Temperature_2,AIR_Quality_Sensor_VOC_2,AirQualitySensor_SensorTemperature,AirQualitySensor_SensorRelativeHumidity,AirQualitySensor_SensorVOLATILE_ORGANIC_COMPOUND,AirQualitySensor_SensorDewPoint,AirQualitySensor_SensorCO2,Weather_Station_Air_Pressure_1,Weather_Station_Dew_Point_1,Weather_Station_Electricity_meter_1,Weather_Station_Heat_meter_1,Weather_Station_Humidity_1,Weather_Station_Luminance_1,Weather_Station_Temperature_1,Weather_Station_Wind_Speed_1,Rain_Sensor_Precipitation_2,Rain_Sensor_Water_Meter_2,Rain_Sensor_Battery_2,Temperature_25,Temperature_26,Temperature_27,Weather_Station_Air_Pressure_2,Weather_Station_Dew_Point_2,Weather_Station_Electricity_meter_2,Weather_Station_Heat_meter_2,Weather_Station_Humidity_2,Weather_Station_Luminance_2,Weather_Station_Temperature_2,Weather_Station_Wind_Speed_2,wind_sensor_power,wind_sensor_energy,Window_opening_power,Window_opening_energy,Slats_angle_power,Slats_angle_energy,Window_blinds_power,Window_blinds_energy,Weather_Station_Air_Pressure_3,Weather_Station_Dew_Point_3,Weather_Station_Electricity_meter_3,Weather_Station_Heat_meter_3,Weather_Station_Humidity_3,Weather_Station_Luminance_3,Weather_Station_Temperature_3,Weather_Station_Wind_Speed_3,AIR_Quality_Sensor_CO2_3,AIR_Quality_Sensor_Dew_point_3,AIR_Quality_Sensor_Humidity_3,AIR_Quality_Sensor_Temperature_3,AIR_Quality_Sensor_VOC_3,AIR_Quality_Sensor_CO2_4,AIR_Quality_Sensor_Dew_point_4,AIR_Quality_Sensor_Humidity_4,AIR_Quality_Sensor_Temperature_4,AIR_Quality_Sensor_VOC_4,AIR_Quality_Sensor_CO2_5,AIR_Quality_Sensor_Dew_point_5,AIR_Quality_Sensor_Humidity_5,AIR_Quality_Sensor_Temperature_5,AIR_Quality_Sensor_VOC_5
2021-09-12,00:05:25,15.44,15.29,14.72,14.6,13.7,13.58,86,90,94,43,37,75,4.2,0.0,0.0,0.0,0.0,0.0,0.0,24.7,58,0,0,OFF,OFF,OFF,0,15.5,100,0,0,OFF,ON,29.4,29.5,14.96,29.4,15.95,9.0,6.0,97.52,38.0,83.53,14,86,19,16.5,2,1,OFF,OFF,100,100,6.398,1.268,1,0,OFF,OFF,0.922,4.372,0,0,OFF,OFF,0,0,100,100,0,0.156,72,433,13.9,79,17.5,0.922,19.4,67,0.106,13.1,413,96,14,68.20959,406215,72,21,17.8,1,0,0.4925,76,20.11,28.63,22.3,95.9,13.1,2.57739,9,62,55,21.2,0,0,0,0,0,0,0,0,0,95.9,11.4,11.77072,6734,69,21,17.3,0,402,13.3,81,16.6,1.268,400,13.4,84,16.2,0.154,423,13.4,75,18,1.268
2021-09-12,00:05:55,15.44,15.29,14.72,14.6,13.7,13.58,86,90,94,43,37,75,4.2,0.0,0.0,0.0,0.0,0.0,0.0,24.7,58,0,0,OFF,OFF,OFF,0,15.5,100,0,0,OFF,ON,29.4,29.5,14.96,29.4,15.95,9.0,6.0,97.52,38.0,83.53,14,86,19,16.5,2,1,OFF,OFF,100,100,6.398,1.268,1,0,OFF,OFF,0.922,4.372,0,0,OFF,OFF,0,0,100,100,0,0.156,72,433,13.9,79,17.5,0.922,19.4,67,0.106,13.1,413,96,14,68.20959,406215,72,21,17.8,1,0,0.4925,76,20.11,28.63,22.3,95.9,13.1,2.57739,9,62,55,21.2,0,0,0,0,0,0,0,0,0,95.9,11.4,11.77072,6734,69,21,17.3,0,402,13.3,81,16.6,1.268,400,13.4,84,16.2,0.154,423,13.4,75,18,1.268
2021-09-12,00:06:26,15.44,15.29,14.72,14.6,13.7,13.58,86,90,94,43,37,75,4.2,0.0,0.0,0.0,0.0,0.0,0.0,24.6,58,0,0,OFF,OFF,OFF,0,15.5,100,0,0,OFF,ON,29.4,29.5,14.96,29.4,15.95,9.0,6.0,97.52,38.0,83.53,14,86,19,16.5,2,1,OFF,OFF,100,100,6.398,1.268,1,0,OFF,OFF,0.922,4.372,0,0,OFF,OFF,0,0,100,100,0,0.156,72,433,13.9,79,17.5,0.922,19.4,67,0.106,13.1,413,96,14,68.20959,406215,72,21,17.8,1,0,0.4925,76,20.11,28.63,22.3,95.9,13.1,2.57739,9,62,55,21.2,0,0,0,0,0,0,0,0,0,95.9,11.4,11.77072,6734,69,21,17.3,0,402,13.3,81,16.6,1.268,400,13.4,84,16.2,0.154,423,13.4,75,18,1.268
2021-09-12,00:07:09,15.44,15.29,14.72,14.6,13.7,13.58,86,90,94,43,37,75,4.2,0.0,0.0,0.0,0.0,0.0,0.0,24.6,58,0,0,OFF,OFF,OFF,0,15.5,100,0,0,OFF,ON,29.4,29.5,14.96,29.4,15.95,9.0,6.0,97.52,38.0,83.53,14,86,19,16.5,2,1,OFF,OFF,100,100,6.398,1.268,1,0,OFF,OFF,0.922,4.372,0,0,OFF,OFF,0,0,100,100,0,0.156,72,433,13.9,79,17.5,0.922,19.4,67,0.106,13.1,413,96,14,68.20959,406215,72,21,17.8,1,0,0.4925,76,20.11,28.63,21.78,95.9,13.1,2.57739,9,62,55,21.2,0,0,0,0,0,0,0,0,0,95.9,11.4,11.77072,6734,69,21,17.3,0,402,13.3,81,16.6,1.268,400,13.4,84,16.2,0.154,423,13.4,75,18,1.268
2021-09-12,00:07:39,15.44,15.29,14.72,14.6,13.7,13.58,86,90,94,43,37,75,4.2,0.0,0.0,0.0,0.0,0.0,0.0,24.6,58,0,0,OFF,OFF,OFF,0,15.5,100,0,0,OFF,ON,29.4,29.5,14.96,29.4,15.95,9.0,6.0,97.52,38.0,83.53,14,86,19,16.5,2,1,OFF,OFF,100,100,6.398,1.268,1,0,OFF,OFF,0.922,4.372,0,0,OFF,OFF,0,0,100,100,0,0.156,72,433,13.9,79,17.5,0.922,19.4,67,0.106,13.1,413,96,14,68.20959,406215,72,21,17.8,1,0,0.4925,76,20.11,28.63,21.78,95.9,13.1,2.57739,9,62,55,21.2,0,0,0,0,0,0,0,0,0,95.9,11.4,11.77072,6734,69,21,17.3,0,402,13.3,81,16.6,1.268,400,13.4,84,16.2,0.154,423,13.4,75,18,1.268
2021-09-12,00:08:09,15.44,15.29,14.72,14.6,13.7,13.58,86,90,94,43,37,75,4.2,0.0,0.0,0.0,0.0,0.0,0.0,24.6,58,0,0,OFF,OFF,OFF,0,15.5,100,0,0,OFF,ON,29.4,29.5,14.96,29.4,15.95,9.0,6.0,97.52,38.0,83.53,14,86,19,16.5,2,1,OFF,OFF,100,100,6.398,1.268,1,0,OFF,OFF,0.922,4.372,0,0,OFF,OFF,0,0,100,100,0,0.156,72,433,13.9,79,17.5,0.922,19.4,67,0.106,13.1,413,96,14,68.20959,406215,72,21,17.8,1,0,0.4925,76,20.11,28.63,21.78,95.9,13.1,2.57739,9,62,55,21.2,0,0,0,0,0,0,0,0,0,95.9,11.4,11.77072,6734,69,21,17.3,0,402,13.3,81,16.6,1.268,400,13.4,84,16.2,0.154,423,13.4,75,18,1.268
2021-09-12,00:08:39,15.44,15.29,14.72,14.6,13.7,13.58,86,90,94,43,37,75,4.2,0.0,0.0,0.0,0.0,0.0,0.0,24.6,58,0,0,OFF,OFF,OFF,0,15.5,100,0,0,OFF,ON,29.4,29.5,14.96,29.4,15.95,9.0,6.0,97.52,38.0,83.53,14,86,19,16.5,2,1,OFF,OFF,100,100,6.398,1.268,1,0,OFF,OFF,0.922,4.372,0,0,OFF,OFF,0,0,100,100,0,0.156,72,433,13.9,79,17.5,0.922,19.4,67,0.106,13.1,413,96,14,68.20959,406215,72,21,17.8,1,0,0.4925,76,20.11,28.63,21.78,95.9,13.1,2.57739,9,62,55,21.2,0,0,0,0,0,0,0,0,0,95.9,11.4,11.77072,6734,69,21,17.3,0,402,13.3,81,16.6,1.268,400,13.4,84,16.2,0.154,423,13.4,75,18,1.268
2021-09-12,00:09:10,15.44,15.29,14.72,14.6,13.7,13.58,86,90,94,43,37,75,4.2,0.0,0.0,0.0,0.0,0.0,0.0,24.6,58,0,0,OFF,OFF,OFF,0,15.5,100,0,0,OFF,ON,29.4,29.5,14.96,29.4,15.95,9.0,6.0,97.52,38.0,83.53,14,86,19,16.5,2,1,OFF,OFF,100,100,6.398,1.268,1,0,OFF,OFF,0.922,4.372,0,0,OFF,OFF,0,0,100,100,0,0.156,72,433,13.9,79,17.5,0.922,19.4,67,0.106,13.1,413,96,14,68.20959,406215,72,21,17.8,1,0,0.4925,76,20.11,28.63,21.78,95.9,13.1,2.57739,9,62,55,21.2,0,0,0,0,0,0,0,0,0,95.9,11.4,11.77072,6734,69,21,17.3,0,402,13.3,81,16.6,1.268,400,13.4,84,16.2,0.154,423,13.4,75,18,1.268
2021-09-12,00:09:40,15.44,15.29,14.72,14.6,13.7,13.58,86,90,94,43,37,75,4.2,0.0,0.0,0.0,0.0,0.0,0.0,24.6,58,0,0,OFF,OFF,OFF,0,15.5,100,0,0,OFF,ON,29.4,29.5,14.96,29.4,15.95,9.0,6.0,97.52,38.0,83.53,14,86,19,16.5,2,1,OFF,OFF,100,100,6.398,1.268,1,0,OFF,OFF,0.922,4.372,0,0,OFF,OFF,0,0,100,100,0,0.156,72,433,13.9,79,17.5,0.922,19.4,67,0.106,13.1,413,96,14,68.20959,406215,72,21,17.8,1,0,0.4925,76,20.11,28.11,21.78,95.9,13.1,2.57739,9,62,55,21.2,0,0,0,0,0,0,0,0,0,95.9,11.4,11.77072,6734,69,21,17.3,0,402,13.3,81,16.6,1.268,400,13.4,84,16.2,0.154,423,13.4,75,18,1.268
2021-09-12,00:10:10,15.44,15.29,14.72,14.6,13.7,13.58,86,90,94,43,37,75,4.2,0.0,0.0,0.0,0.0,0.0,0.0,24.7,58,0,0,OFF,OFF,OFF,0,15.4,100,0,0,OFF,ON,29.4,29.5,14.96,29.4,15.95,9.0,6.0,97.52,38.0,83.53,14,86,19,16.5,2,1,OFF,OFF,100,100,6.398,1.268,1,0,OFF,OFF,0.922,4.372,0,0,OFF,OFF,0,0,100,100,0,0.156,72,433,13.9,79,17.5,0.922,19.4,67,0.106,13.1,413,96,14,68.20959,406215,72,21,17.8,1,0,0.4925,76,20.11,28.11,21.78,95.9,13.1,2.57739,9,62,55,21.2,0,0,0,0,0,0,0,0,0,95.9,11.4,11.77072,6734,69,21,17.3,0,402,13.3,81,16.6,1.268,400,13.4,84,16.2,0.154,423,13.4,75,18,1.268
2021-09-12,00:10:40,15.44,15.29,14.72,14.6,13.7,13.58,86,90,94,43,37,75,4.2,0.0,0.0,0.0,0.0,0.0,0.0,24.7,58,0,0,OFF,OFF,OFF,0,15.5,100,0,0,OFF,ON,29.4,29.5,14.96,29.4,15.95,9.0,6.0,97.52,38.0,83.53,14,86,19,16.5,2,1,OFF,OFF,100,100,6.398,1.268,1,0,OFF,OFF,0.922,4.372,0,0,OFF,OFF,0,0,100,100,0,0.156,72,433,13.9,79,17.5,0.922,19.4,67,0.106,13.1,413,96,14,68.20959,406215,72,21,17.8,1,0,0.4925,76,20.11,28.11,21.78,95.9,13.1,2.57739,9,62,55,21.2,0,0,0,0,0,0,0,0,0,95.9,11.4,11.77072,6734,69,21,17.3,0,402,13.3,81,16.6,1.268,400,13.4,84,16.2,0.154,423,13.4,75,18,1.268
2021-09-12,00:11:10,15.44,15.29,14.72,14.6,13.7,13.58,86,90,94,43,37,75,4.2,0.0,0.0,0.0,0.0,0.0,0.0,24.6,58,0,0,OFF,OFF,OFF,0,15.5,100,0,0,OFF,ON,29.4,29.5,14.96,29.4,15.95,9.0,6.0,97.52,38.0,83.53,14,86,19,16.5,2,1,OFF,OFF,100,100,6.398,1.268,1,0,OFF,OFF,0.922,4.372,0,0,OFF,OFF,0,0,100,100,0,0.156,72,433,13.9,79,17.5,0.922,19.4,67,0.106,13.1,413,96,14,68.20959,406215,72,21,17.8,1,0,0.4925,76,20.11,28.11,21.78,95.9,13.1,2.57739,9,62,55,21.2,0,0,0,0,0,0,0,0,0,95.9,11.4,11.77072,6734,69,21,17.3,0,402,13.3,81,16.6,1.268,400,13.4,84,16.2,0.154,423,13.4,75,18,1.268
2021-09-12,00:11:41,15.44,15.29,14.72,14.6,13.7,13.58,86,90,94,43,37,75,4.2,0.0,0.0,0.0,0.0,0.0,0.0,24.6,58,0,0,OFF,OFF,OFF,0,15.5,100,0,0,OFF,ON,29.4,29.5,14.96,29.4,15.95,9.0,6.0,97.52,38.0,83.53,14,86,19,16.5,2,1,OFF,OFF,100,100,6.398,1.268,1,0,OFF,OFF,0.922,4.372,0,0,OFF,OFF,0,0,100,100,0,0.156,72,433,13.9,79,17.5,0.922,19.4,67,0.106,13.1,413,96,14,68.20959,406215,72,21,17.8,1,0,0.4925,76,20.11,28.11,21.78,95.9,13.1,2.57739,9,62,55,21.2,0,0,0,0,0,0,0,0,0,95.9,11.4,11.77072,6734,69,21,17.3,0,402,13.3,81,16.6,1.268,400,13.4,84,16.2,0.154,423,13.4,75,18,1.268
