date,time,localCurrentTemperature (°C),localCurrentApparentTemperature (°C),LocalForecastedTemperature_3 (°C),LocalForecastedApparentTemperature_3 (°C),LocalForecastedTemperature_6 (°C),LocalForecastedApparentTemperature_6 (°C),localCurrentHumidity (%),LocalForecastedHumidity_3 (%),LocalForecastedHumidity_6 (%),LocalCurrent_Cloudiness (%),LocalForecastedCloudiness_3 (%),LocalForecastedCloudiness_6 (%),localCurrentUVIndex,LocalCurrent_Rain (mm),LocalForecastedRain_3 (mm),LocalForecastedRain_6 (mm),LocalCurrent_Snow (mm),LocalForecastedSnow_3 (mm),LocalForecastedSnow_6 (mm),SensorTemperature (°C),SensorRelativeHumidity (%),SensorUltraviolet,SensorLuminance (Lux),MotionAlarm,TamperAlarm,WallPlugSwitch1_Switch_1,WallPlugSwitch1_SensorPower_1 (W),Multisensor_outside_SensorTemperature (°C),Multisensor_outside_SensorRelativeHumidity (%),Multisensor_outside_SensorUltraviolet,Multisensor_outside_SensorLuminance(Lux),Multisensor_outside_TamperAlarm,Multisensor_outside_MotionAlarm,sensor1_temperature (°C),sensor2_temperature (°C),sensor3_temperature (°C),sensor4_temperature (°C),sensor5_temperature (°C),sensor1_humidity (%),sensor2_humidity (%),sensor3_humidity (%),sensor4_humidity (%),sensor5_humidity (%),Enocean_Temperature_1 (°C),Enocean_Humidity_1 (%),Brightness_sensor_temperature_1 (°C),Brightness_Sensor_Temperature_2 (°C),Brightness_Sensor_Ambient_Brightness_1,Brightness_Sensor_Ambient_Brightness_2,Brightness_Sensor_Motion_detection_1,Brightness_Sensor_Motion_detection_2,Brightness_Sensor_Battery_1 (%),Brightness_Sensor_Battery_2 (%),Socket_Energy_1(W h),Socket_Energy_2 (W h),Socket_Power_1 (W),Socket_Power_2 (W),Socket_Switch_1,Socket_Switch_2,Socket_Energy_3 (W h),Socket_Energy_4 (W h),Socket_Power_3 (W),Socket_Power_4 (W),Socket_Switch_3,Socket_Switch_4,Luminance_Sensor_Luminance_1 (Lux),Luminance_Sensor_Luminance_2 (Lux),Luminance_Sensor_Battery_1 (%),Luminance_Sensor_Battery_2 (%),Rain_Sensor_Precipitation_1 (mm),Rain_Sensor_Water_Meter_1 (m³),Rain_Sensor_Battery_1 (%),AIR_Quality_Sensor_CO2_2 (ppm),AIR_Quality_Sensor_Dew_point_2(°C),AIR_Quality_Sensor_Humidity_2 (%),AIR_Quality_Sensor_Temperature_2 (°C),AIR_Quality_Sensor_VOC_2 (ppm),AirQualitySensor_SensorTemperature (°C),AirQualitySensor_SensorRelativeHumidity (%),AirQualitySensor_SensorVOLATILE_ORGANIC_COMPOUND (ppm),AirQualitySensor_SensorDewPoint (°C) ,AirQualitySensor_SensorCO2 (ppm),Weather_Station_Air_Pressure_1 (mBar) ,Weather_Station_Dew_Point_1 (°C),Weather_Station_Electricity_meter_1 (W),Weather_Station_Heat_meter_1,Weather_Station_Humidity_1 (%),Weather_Station_Luminance_1 (Lux),Weather_Station_Temperature_1 (°C),Weather_Station_Wind_Speed_1 (m/s),Rain_Sensor_Precipitation_2 (mm),Rain_Sensor_Water_Meter_2 (m³),Rain_Sensor_Battery_2 (%),Temperature_25 (°C),Temperature_26 (°C),Temperature_27 (°C),Weather_Station_Air_Pressure_2 (mBar),Weather_Station_Dew_Point_2 (°C),Weather_Station_Electricity_meter_2 (W),Weather_Station_Heat_meter_2,Weather_Station_Humidity_2 (%),Weather_Station_Luminance_2 (Lux),Weather_Station_Temperature_2 (°C),Weather_Station_Wind_Speed_2 (m/s),wind_sensor_power (W),wind_sensor_energy (W h),Window_opening_power (W),Window_opening_energy (W h),Slats_angle_power (W),Slats_angle_energy (W h),Window_blinds_power (W),Window_blinds_energy (W h),Weather_Station_Air_Pressure_3 (mBar),Weather_Station_Dew_Point_3 (°C),Weather_Station_Electricity_meter_3 (W),Weather_Station_Heat_meter_3,Weather_Station_Humidity_3 (%),Weather_Station_Luminance_3 (Lux),Weather_Station_Temperature_3 (°C),Weather_Station_Wind_Speed_3 (m/s),AIR_Quality_Sensor_CO2_3 (ppm),AIR_Quality_Sensor_Dew_point_3 (°C),AIR_Quality_Sensor_Humidity_3 (%),AIR_Quality_Sensor_Temperature_3 (°C),AIR_Quality_Sensor_VOC_3 (ppm),AIR_Quality_Sensor_CO2_4 (ppm),AIR_Quality_Sensor_Dew_point_4 (°C),AIR_Quality_Sensor_Humidity_4 (%),AIR_Quality_Sensor_Temperature_4 (°C),AIR_Quality_Sensor_VOC_4 (ppm),AIR_Quality_Sensor_CO2_5 (ppm),AIR_Quality_Sensor_Dew_point_5 (°C),AIR_Quality_Sensor_Humidity_5 (%),AIR_Quality_Sensor_Temperature_5 (°C),AIR_Quality_Sensor_VOC_5 (ppm), Temperature_back_PVSys_8 (°C),Temperature_inside_PVSys_9 (°C),Temperature_outside_PVSys_10 (°C),RSSI = 7: Air Flow Sensor Outside,RSSI = 8: Air Flow Sensor Inside,RSSI = 9: Air Flow Sensor Solar,RSSI = 3: Temperature_sensor_outside (°C), RSSI = 4: Temperature_sensor_inside (°C),RSSI = 5: Temperature_sensor_solar (°C),Window_opening_angle (°),Window_blinds (%),Slats_angle (°),Ventilation_Flap_switch,Switch_3_AND_4, Solar_irradiation_17 (W/m2), Solar_irradiation_18 (W/m2),Socket_Switch_51,Socket_power_51 (W),Socket_Energy_51 (kWh), temperature_inside_50 (°C), temperature_outside_50(°C), humidity_inside_50 (%), humidity_outside_50 (%), Supply_air_flow_50(m3/h), exhaust_air_flow_50 (m3/h), Lunos_Ventilation_Mode, Lunos_Ventilation_Heat_Recovery_mode, Control_Algorithm, raspberrypi_switch, raspberrypi_power(W), raspberrypi_energy (kWh), no_of_persons, Window_blinds_power_consumption (W), Window_blinds_energy_consumption (kWh)
2021-12-21,00:05:11,-1.89,-4.74,-1.89,-3.79,-2.06,-3.91,84,84,86,75,75,69,0.39,0.0,0.0,0.0,0.0,0.0,0.0,22.9,30,0,0,OFF,OFF,ON,0,2.6,80,0,0,OFF,OFF,29.4,29.5,-1.97,29.4,0.44,9.0,6.0,100.0,38.0,70.6,-2.72,83.599998,19.5,-1.0,8.0,1.0,OFF,OFF,100.0,100.0,9.101,309.198,0.0,680.0,OFF,ON,18.843,4.994,0.0,0.0,OFF,OFF,0.0,55.0,100.0,100.0,260.1,0.18,66.0,463.0,-3.2,67.0,2.2,0.29,22.8,25.0,46.899,2.1,400.0,96.6,-4.5,0.76693,25100.0,86.0,0.0,-3.2,4.0,0.0,0.6675,46.0,20.37,29.61,22.82,96.6,6.7,0.08667,181.0,25.0,0.0,22.7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.5,-4.1,0.29212,2313.0,69.0,21.0,-1.7,4.0,444.0,-4.4,68.0,0.6,46.909,428.0,-3.9,65.0,1.7,0.215,437.0,-4.6,57.0,2.7,0.0,-2.4,17.4,-0.1,0.0,0.2,0.2,-0.2,1.6,1.6,0,0,99,OFF,OFF,0.0,0.43,ON,15.0,14.963,22.0,24.0,30.0,28.0,0.0,,0.0,2.0,0.0, RBC_V1,,,,,,
2021-12-21,00:05:41,-1.89,-4.74,-1.89,-3.79,-2.06,-3.91,84,84,86,75,75,69,0.39,0.0,0.0,0.0,0.0,0.0,0.0,22.9,30,0,0,OFF,OFF,ON,0,2.7,80,0,0,OFF,OFF,29.4,29.5,-1.97,29.4,0.44,9.0,6.0,100.0,38.0,70.6,-2.72,83.599998,19.5,-1.0,8.0,1.0,OFF,OFF,100.0,100.0,9.101,309.202,0.0,679.0,OFF,ON,18.843,4.994,0.0,0.0,OFF,OFF,0.0,55.0,100.0,100.0,260.1,0.18,66.0,463.0,-3.2,67.0,2.2,0.29,22.8,25.0,46.899,2.1,400.0,96.6,-4.5,0.76693,25100.0,86.0,0.0,-3.2,4.0,0.0,0.6675,46.0,20.37,29.61,22.82,96.6,6.7,0.08667,181.0,25.0,0.0,22.7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.5,-4.1,0.29212,2313.0,69.0,21.0,-1.7,4.0,444.0,-4.4,68.0,0.6,46.909,428.0,-3.9,65.0,1.7,0.215,437.0,-4.6,57.0,2.7,0.0,-2.4,17.4,-0.1,0.0,0.2,0.2,-0.2,1.6,1.6,0,0,99,OFF,OFF,0.0,0.43,ON,15.0,14.963,23.0,24.0,30.0,28.0,0.0,,0.0,2.0,0.0, RBC_V1,,,,,,
2021-12-21,00:06:11,-1.89,-4.74,-1.89,-3.79,-2.06,-3.91,84,84,86,75,75,69,0.39,0.0,0.0,0.0,0.0,0.0,0.0,22.9,30,0,0,OFF,OFF,ON,0,2.6,80,0,0,OFF,OFF,29.4,29.5,-2.07,29.4,0.44,9.0,6.0,100.0,38.0,70.6,-2.72,83.599998,19.5,-1.0,8.0,1.0,OFF,OFF,100.0,100.0,9.101,309.208,0.0,679.0,OFF,ON,18.843,4.994,0.0,0.0,OFF,OFF,0.0,55.0,100.0,100.0,260.1,0.18,66.0,463.0,-3.2,67.0,2.2,0.29,22.9,25.0,46.899,2.1,400.0,96.6,-4.5,0.76693,25100.0,86.0,0.0,-3.2,4.0,0.0,0.6675,46.0,20.37,29.61,22.82,96.6,6.7,0.08667,181.0,25.0,0.0,22.7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.5,-4.1,0.29212,2313.0,69.0,21.0,-1.7,4.0,444.0,-4.4,68.0,0.6,46.909,428.0,-3.9,65.0,1.7,0.215,437.0,-4.6,57.0,2.7,0.0,-2.4,17.4,-0.1,0.0,0.2,0.2,-0.2,1.6,1.6,0,0,99,OFF,OFF,0.0,0.43,ON,15.0,14.963,23.0,24.0,30.0,28.0,0.0,,0.0,2.0,0.0, RBC_V1,,,,,,
2021-12-21,00:06:41,-1.89,-4.74,-1.89,-3.79,-2.06,-3.91,84,84,86,75,75,69,0.39,0.0,0.0,0.0,0.0,0.0,0.0,22.9,30,0,0,OFF,OFF,ON,0,2.7,80,0,0,OFF,OFF,29.4,29.5,-2.07,29.4,0.44,9.0,6.0,100.0,38.0,70.6,-2.72,83.599998,19.5,-1.0,8.0,1.0,OFF,OFF,100.0,100.0,9.101,309.214,0.0,679.0,OFF,ON,18.843,4.994,0.0,0.0,OFF,OFF,0.0,55.0,100.0,100.0,260.1,0.18,66.0,463.0,-3.2,67.0,2.2,0.29,22.9,25.0,46.899,2.1,400.0,96.6,-4.5,0.76693,25100.0,86.0,0.0,-3.2,4.0,0.0,0.6675,46.0,20.37,29.61,22.82,96.6,6.7,0.08667,181.0,25.0,0.0,22.7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.5,-4.1,0.29212,2313.0,69.0,21.0,-1.7,4.0,444.0,-4.4,68.0,0.6,46.909,428.0,-3.9,65.0,1.7,0.215,437.0,-4.6,57.0,2.7,0.0,-2.4,17.4,-0.1,0.0,0.2,0.2,-0.2,1.6,1.6,0,0,99,OFF,OFF,0.0,0.43,ON,15.0,14.963,23.0,24.0,30.0,28.0,0.0,,0.0,2.0,0.0, RBC_V1,,,,,,
2021-12-21,00:07:10,-1.89,-4.74,-1.89,-3.79,-2.06,-3.91,84,84,86,75,75,69,0.39,0.0,0.0,0.0,0.0,0.0,0.0,22.9,30,0,0,OFF,OFF,ON,0,2.7,80,0,0,OFF,OFF,29.4,29.5,-2.07,29.4,0.44,9.0,6.0,100.0,38.0,70.6,-2.72,83.599998,19.5,-1.0,8.0,1.0,OFF,OFF,100.0,100.0,9.101,309.219,0.0,679.0,OFF,ON,18.843,4.994,0.0,0.0,OFF,OFF,0.0,55.0,100.0,100.0,260.1,0.18,66.0,463.0,-3.2,67.0,2.2,0.29,23.0,25.0,46.899,2.1,400.0,96.6,-4.5,0.76693,25100.0,86.0,0.0,-3.2,4.0,0.0,0.6675,46.0,20.37,29.61,22.82,96.6,6.7,0.08667,181.0,25.0,0.0,22.7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.5,-4.1,0.29212,2313.0,69.0,21.0,-1.7,4.0,444.0,-4.4,68.0,0.6,46.909,428.0,-3.9,65.0,1.7,0.215,437.0,-4.6,57.0,2.7,0.0,-2.4,17.4,-0.1,0.0,0.2,0.2,-0.2,1.6,1.6,0,0,99,OFF,OFF,0.0,0.43,ON,15.0,14.964,23.0,24.0,30.0,28.0,0.0,,0.0,2.0,0.0, RBC_V1,,,,,,
2021-12-21,00:07:40,-1.89,-4.74,-1.89,-3.79,-2.06,-3.91,84,84,86,75,75,69,0.39,0.0,0.0,0.0,0.0,0.0,0.0,22.9,30,0,0,OFF,OFF,ON,0,2.7,80,0,0,OFF,OFF,29.4,29.5,-2.07,29.4,0.44,9.0,6.0,100.0,38.0,70.6,-2.72,83.599998,19.5,-1.0,8.0,1.0,OFF,OFF,100.0,100.0,9.101,309.225,0.0,0.0,OFF,ON,18.843,4.994,0.0,0.0,OFF,OFF,0.0,55.0,100.0,100.0,260.1,0.18,66.0,463.0,-3.2,67.0,2.2,0.29,23.0,25.0,46.899,2.1,400.0,96.6,-4.5,0.76693,25100.0,86.0,0.0,-3.2,4.0,0.0,0.6675,46.0,20.37,29.61,22.82,96.6,6.7,0.08667,181.0,25.0,0.0,22.7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.5,-4.1,0.29212,2313.0,69.0,21.0,-1.7,4.0,444.0,-4.4,68.0,0.6,46.909,428.0,-3.9,65.0,1.7,0.215,437.0,-4.6,57.0,2.7,0.0,-2.4,17.4,-0.1,0.0,0.2,0.2,-0.2,1.6,1.6,0,0,99,OFF,OFF,0.0,0.43,ON,15.0,14.964,23.0,24.0,30.0,28.0,0.0,,0.0,2.0,0.0, RBC_V1,,,,,,
2021-12-21,00:08:10,-1.89,-4.74,-1.89,-3.79,-2.06,-3.91,84,84,86,75,75,69,0.39,0.0,0.0,0.0,0.0,0.0,0.0,22.9,30,0,0,OFF,OFF,ON,0,2.7,80,0,0,OFF,OFF,29.4,29.5,-2.07,29.4,0.44,9.0,6.0,100.0,38.0,70.6,-2.72,83.599998,20.0,-1.0,8.0,1.0,OFF,OFF,100.0,100.0,9.101,309.226,0.0,0.0,OFF,ON,18.843,4.994,0.0,0.0,OFF,OFF,0.0,55.0,100.0,100.0,260.1,0.18,66.0,463.0,-3.2,67.0,2.1,0.29,23.1,25.0,46.899,2.1,400.0,96.6,-4.5,0.76693,25100.0,86.0,0.0,-3.2,4.0,0.0,0.6675,46.0,20.37,29.61,22.82,96.6,6.7,0.08667,181.0,25.0,0.0,22.7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.5,-4.1,0.29212,2313.0,69.0,21.0,-1.7,4.0,444.0,-4.4,68.0,0.6,46.909,428.0,-3.9,65.0,1.7,0.215,437.0,-4.6,57.0,2.7,0.0,-2.4,17.4,-0.1,0.0,0.2,0.2,-0.2,1.6,1.6,0,0,99,OFF,OFF,0.0,0.43,ON,15.0,14.964,23.0,24.0,30.0,28.0,0.0,,0.0,2.0,0.0, RBC_V1,,,,,,
2021-12-21,00:08:40,-1.89,-4.74,-1.89,-3.79,-2.06,-3.91,84,84,86,75,75,69,0.39,0.0,0.0,0.0,0.0,0.0,0.0,22.9,30,0,0,OFF,OFF,ON,0,2.7,80,0,0,OFF,OFF,29.4,29.5,-2.07,29.4,0.44,9.0,6.0,100.0,38.0,70.6,-2.72,83.599998,20.0,-1.0,8.0,1.0,OFF,OFF,100.0,100.0,9.101,309.226,0.0,0.0,OFF,ON,18.843,4.994,0.0,0.0,OFF,OFF,0.0,55.0,100.0,100.0,260.1,0.18,66.0,463.0,-3.2,67.0,2.1,0.29,23.1,25.0,46.899,2.1,400.0,96.6,-4.5,0.76693,25100.0,86.0,0.0,-3.2,4.0,0.0,0.6675,46.0,20.37,29.61,22.82,96.6,6.7,0.08667,181.0,25.0,0.0,22.7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.5,-4.1,0.29212,2313.0,69.0,21.0,-1.7,4.0,444.0,-4.4,68.0,0.6,46.909,428.0,-3.9,65.0,1.7,0.215,437.0,-4.6,57.0,2.7,0.0,-2.4,17.4,-0.1,0.0,0.2,0.2,-0.2,1.6,1.6,0,0,99,OFF,OFF,0.0,0.43,ON,16.0,14.964,23.0,24.0,30.0,28.0,0.0,,0.0,2.0,0.0, RBC_V1,,,,,,
2021-12-21,00:09:10,-1.89,-4.74,-1.89,-3.79,-2.06,-3.91,84,84,86,75,75,69,0.39,0.0,0.0,0.0,0.0,0.0,0.0,22.9,30,0,0,OFF,OFF,ON,0,2.7,79,0,0,OFF,OFF,29.4,29.5,-2.07,29.4,0.44,9.0,6.0,100.0,38.0,70.6,-2.72,83.599998,20.0,-1.0,8.0,1.0,OFF,OFF,100.0,100.0,9.101,309.226,0.0,0.0,OFF,ON,18.843,4.994,0.0,0.0,OFF,OFF,0.0,55.0,100.0,100.0,260.1,0.18,66.0,463.0,-3.2,67.0,2.1,0.29,23.1,25.0,46.899,2.1,400.0,96.6,-4.5,0.76693,25100.0,86.0,0.0,-3.2,4.0,0.0,0.6675,46.0,20.37,29.61,22.82,96.6,6.7,0.08667,181.0,25.0,0.0,22.7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.5,-4.1,0.29212,2313.0,69.0,21.0,-1.7,4.0,444.0,-4.4,68.0,0.6,46.909,428.0,-3.9,65.0,1.7,0.215,437.0,-4.6,57.0,2.7,0.0,-2.4,17.4,-0.1,0.0,0.2,0.2,-0.2,1.6,1.6,0,0,99,OFF,OFF,0.0,0.43,ON,16.0,14.964,23.0,24.0,30.0,29.0,0.0,,0.0,2.0,0.0, RBC_V1,,,,,,
2021-12-21,00:09:50,-1.89,-4.74,-1.89,-3.79,-2.06,-3.91,84,84,86,75,75,69,0.39,0.0,0.0,0.0,0.0,0.0,0.0,22.9,30,0,0,OFF,OFF,ON,0,2.7,79,0,0,OFF,OFF,29.4,29.5,-2.07,29.4,0.44,9.0,6.0,100.0,38.0,70.6,-2.72,83.599998,20.0,-1.0,8.0,1.0,OFF,OFF,100.0,100.0,9.101,309.226,0.0,0.0,OFF,ON,18.843,4.994,0.0,0.0,OFF,OFF,0.0,55.0,100.0,100.0,260.1,0.18,66.0,463.0,-3.2,67.0,2.1,0.29,23.1,25.0,46.899,2.1,400.0,96.6,-4.5,0.76693,25100.0,86.0,0.0,-3.2,4.0,0.0,0.6675,46.0,20.37,29.61,22.82,96.6,6.7,0.08667,181.0,25.0,0.0,22.7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.5,-4.1,0.29212,2313.0,69.0,21.0,-1.7,4.0,444.0,-4.4,68.0,0.6,46.909,428.0,-3.9,65.0,1.7,0.215,437.0,-4.6,57.0,2.7,0.0,-2.4,17.4,-0.1,0.0,0.2,0.2,-0.2,1.6,1.6,0,0,99,OFF,OFF,0.0,0.43,ON,16.0,14.964,23.0,24.0,29.0,28.0,0.0,,0.0,2.0,0.0, RBC_V1,,,,,,
2021-12-21,00:10:20,-1.89,-4.74,-1.89,-3.79,-2.06,-3.91,84,84,86,75,75,69,0.39,0.0,0.0,0.0,0.0,0.0,0.0,22.9,30,0,0,OFF,OFF,ON,0,2.7,79,0,0,OFF,OFF,29.4,29.5,-2.07,29.4,0.44,9.0,6.0,100.0,38.0,70.6,-3.04,83.599998,20.0,-1.0,8.0,1.0,OFF,OFF,100.0,100.0,9.101,309.226,0.0,0.0,OFF,ON,18.843,4.994,0.0,0.0,OFF,OFF,0.0,55.0,100.0,100.0,260.1,0.18,66.0,463.0,-3.2,67.0,2.1,0.29,23.1,25.0,46.899,2.1,400.0,96.6,-4.5,0.76693,25100.0,86.0,0.0,-3.2,4.0,0.0,0.6675,46.0,20.37,29.61,22.82,96.6,6.7,0.08667,181.0,25.0,0.0,22.7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.5,-4.1,0.29212,2313.0,69.0,21.0,-1.7,4.0,444.0,-4.4,68.0,0.6,46.909,428.0,-3.9,65.0,1.7,0.215,437.0,-4.6,57.0,2.7,0.0,-2.4,17.4,-0.1,0.0,0.2,0.2,-0.2,1.6,1.6,0,0,99,OFF,OFF,0.0,0.43,ON,16.0,14.964,23.0,24.0,29.0,28.0,0.0,,0.0,2.0,0.0, RBC_V1,,,,,,
2021-12-21,00:10:50,-1.89,-4.74,-1.89,-3.79,-2.06,-3.91,84,84,86,75,75,69,0.39,0.0,0.0,0.0,0.0,0.0,0.0,23.0,30,0,0,OFF,OFF,ON,0,2.7,79,0,0,OFF,OFF,29.4,29.5,-2.07,29.4,0.44,9.0,6.0,100.0,38.0,70.6,-3.04,83.599998,20.0,-1.0,8.0,1.0,OFF,OFF,100.0,100.0,9.101,309.226,0.0,0.0,OFF,ON,18.843,4.994,0.0,0.0,OFF,OFF,0.0,55.0,100.0,100.0,260.1,0.18,66.0,463.0,-3.2,67.0,2.0,0.29,23.1,25.0,46.899,2.1,400.0,96.6,-4.5,0.76693,25100.0,86.0,0.0,-3.2,4.0,0.0,0.6675,46.0,20.37,29.61,22.82,96.6,6.7,0.08667,181.0,25.0,0.0,22.7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.5,-4.1,0.29212,2313.0,69.0,21.0,-1.7,4.0,444.0,-4.4,68.0,0.6,46.909,428.0,-3.9,65.0,1.7,0.215,437.0,-4.6,57.0,2.7,0.0,-2.4,17.4,-0.1,0.0,0.2,0.2,-0.2,1.6,1.6,0,0,99,OFF,OFF,0.0,0.43,ON,16.0,14.964,23.0,24.0,29.0,28.0,0.0,,0.0,2.0,0.0, RBC_V1,,,,,,
2021-12-21,00:11:20,-1.89,-4.74,-1.89,-3.79,-2.06,-3.91,84,84,86,75,75,69,0.39,0.0,0.0,0.0,0.0,0.0,0.0,23.0,30,0,0,OFF,OFF,ON,0,2.7,80,0,0,OFF,OFF,29.4,29.5,-2.18,29.4,0.44,9.0,6.0,100.0,38.0,70.6,-3.04,83.599998,20.0,-1.0,8.0,1.0,OFF,OFF,100.0,100.0,9.101,309.226,0.0,0.0,OFF,ON,18.843,4.994,0.0,0.0,OFF,OFF,0.0,55.0,100.0,100.0,260.1,0.18,66.0,463.0,-3.2,67.0,2.0,0.29,23.0,25.0,46.899,2.1,400.0,96.6,-4.5,0.76693,25100.0,86.0,0.0,-3.2,4.0,0.0,0.6675,46.0,20.37,29.61,22.82,96.6,6.7,0.08667,181.0,25.0,0.0,22.7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.5,-4.1,0.29212,2313.0,69.0,21.0,-1.7,4.0,444.0,-4.4,68.0,0.6,46.909,428.0,-3.9,65.0,1.7,0.215,437.0,-4.6,57.0,2.7,0.0,-2.4,17.4,-0.1,0.0,0.2,0.2,-0.2,1.6,1.6,0,0,99,OFF,OFF,0.0,0.43,ON,16.0,14.965,23.0,24.0,29.0,28.0,0.0,,0.0,2.0,0.0, RBC_V1,,,,,,
2021-12-21,00:11:50,-1.89,-4.74,-1.89,-3.79,-2.06,-3.91,84,84,86,75,75,69,0.39,0.0,0.0,0.0,0.0,0.0,0.0,22.9,30,0,0,OFF,OFF,ON,0,2.7,80,0,0,OFF,OFF,29.4,29.5,-2.18,29.4,0.44,9.0,6.0,100.0,38.0,70.6,-3.04,83.599998,20.0,-1.0,8.0,1.0,OFF,OFF,100.0,100.0,9.101,309.226,0.0,0.0,OFF,ON,18.843,4.994,0.0,0.0,OFF,OFF,0.0,55.0,100.0,100.0,260.1,0.18,66.0,502.0,-3.2,67.0,2.1,0.29,23.0,25.0,46.899,2.1,400.0,96.6,-4.5,0.76693,25100.0,86.0,0.0,-3.2,4.0,0.0,0.6675,46.0,20.37,29.61,22.82,96.6,6.7,0.08667,181.0,25.0,0.0,22.7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.5,-4.1,0.29212,2313.0,69.0,21.0,-1.7,4.0,444.0,-4.4,68.0,0.6,46.909,428.0,-3.9,65.0,1.7,0.215,437.0,-4.6,57.0,2.7,0.0,-2.4,17.4,-0.1,0.0,0.2,0.2,-0.2,1.6,1.6,0,0,99,OFF,OFF,0.0,0.43,ON,16.0,14.965,23.0,24.0,30.0,28.0,0.0,,0.0,2.0,0.0, RBC_V1,,,,,,
2021-12-21,00:12:19,-1.89,-4.74,-1.89,-3.79,-2.06,-3.91,84,84,86,75,75,69,0.39,0.0,0.0,0.0,0.0,0.0,0.0,22.9,30,0,0,OFF,OFF,ON,0,2.7,79,0,0,OFF,OFF,29.4,29.5,-2.18,29.4,0.44,9.0,6.0,100.0,38.0,70.6,-3.04,83.599998,20.0,-1.0,8.0,1.0,OFF,OFF,100.0,100.0,9.101,309.226,0.0,0.0,OFF,ON,18.843,4.994,0.0,0.0,OFF,OFF,0.0,55.0,100.0,100.0,260.1,0.18,66.0,502.0,-3.2,67.0,2.1,0.29,22.9,25.0,46.899,2.1,400.0,96.6,-4.5,0.76693,25100.0,86.0,0.0,-3.2,4.0,0.0,0.6675,46.0,20.37,29.61,22.82,96.6,6.7,0.08667,181.0,25.0,0.0,22.7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.5,-4.1,0.29212,2313.0,69.0,21.0,-1.7,4.0,444.0,-4.4,68.0,0.6,46.909,428.0,-3.9,65.0,1.7,0.215,437.0,-4.6,57.0,2.7,0.0,-2.4,17.4,-0.1,0.0,0.2,0.2,-0.2,1.6,1.6,0,0,99,OFF,OFF,0.0,0.43,ON,16.0,14.965,23.0,24.0,30.0,28.0,0.0,,0.0,2.0,0.0, RBC_V1,,,,,,
2021-12-21,00:12:49,-1.89,-4.74,-1.89,-3.79,-2.06,-3.91,84,84,86,75,75,69,0.39,0.0,0.0,0.0,0.0,0.0,0.0,22.9,30,0,0,OFF,OFF,ON,0,2.7,79,0,0,OFF,OFF,29.4,29.5,-2.18,29.4,0.44,9.0,6.0,100.0,38.0,70.6,-3.04,83.599998,19.5,-1.0,8.0,1.0,OFF,OFF,100.0,100.0,9.101,309.226,0.0,0.0,OFF,ON,18.843,4.994,0.0,0.0,OFF,OFF,0.0,55.0,100.0,100.0,260.1,0.18,66.0,502.0,-3.2,67.0,2.0,0.29,22.9,25.0,46.899,2.1,400.0,96.6,-4.5,0.76693,25100.0,86.0,0.0,-3.2,4.0,0.0,0.6675,46.0,20.37,29.61,22.82,96.6,6.7,0.08667,181.0,25.0,0.0,22.7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.5,-4.1,0.29212,2313.0,69.0,21.0,-1.7,4.0,444.0,-4.4,68.0,0.6,46.909,428.0,-3.9,65.0,1.7,0.215,437.0,-4.6,57.0,2.7,0.0,-2.4,17.4,-0.1,0.0,0.2,0.2,-0.2,1.6,1.6,0,0,99,OFF,OFF,0.0,0.43,ON,16.0,14.965,23.0,24.0,30.0,28.0,0.0,,0.0,2.0,0.0, RBC_V1,,,,,,
