date,time,localCurrentTemperature,localCurrentApparentTemperature,LocalForecastedTemperature_3,LocalForecastedApparentTemperature_3,LocalForecastedTemperature_6,LocalForecastedApparentTemperature_6,localCurrentHumidity,LocalForecastedHumidity_3,LocalForecastedHumidity_6,LocalCurrent_Cloudiness,LocalForecastedCloudiness_3,LocalForecastedCloudiness_6,localCurrentUVIndex,LocalCurrent_Rain,LocalForecastedRain_3,LocalForecastedRain_6,LocalCurrent_Snow,LocalForecastedSnow_3,LocalForecastedSnow_6,SensorTemperature,SensorRelativeHumidity,SensorUltraviolet,SensorLuminance,MotionAlarm,TamperAlarm,WallPlugSwitch1_Switch_1,WallPlugSwitch1_SensorPower_1,Multisensor_outside_SensorTemperature,Multisensor_outside_SensorRelativeHumidity,Multisensor_outside_SensorUltraviolet,Multisensor_outside_SensorLuminance,Multisensor_outside_TamperAlarm,Multisensor_outside_MotionAlarm,sensor1_temperature,sensor2_temperature,sensor3_temperature,sensor4_temperature,sensor5_temperature,sensor1_humidity,sensor2_humidity,sensor3_humidity,sensor4_humidity,sensor5_humidity,Enocean_Temperature_1,Enocean_Humidity_1,Brightness_sensor_temperature_1,Brightness_Sensor_Temperature_2,Brightness_Sensor_Ambient_Brightness_1,Brightness_Sensor_Ambient_Brightness_2,Brightness_Sensor_Motion_detection_1,Brightness_Sensor_Motion_detection_2,Brightness_Sensor_Battery_1,Brightness_Sensor_Battery_2,Socket_Energy_1,Socket_Energy_2,Socket_Power_1,Socket_Power_2,Socket_Switch_1,Socket_Switch_2,Socket_Energy_3,Socket_Energy_4,Socket_Power_3,Socket_Power_4,Socket_Switch_3,Socket_Switch_4,Luminance_Sensor_Luminance_1,Luminance_Sensor_Luminance_2,Luminance_Sensor_Battery_1,Luminance_Sensor_Battery_2,Rain_Sensor_Precipitation_1,Rain_Sensor_Water_Meter_1,Rain_Sensor_Battery_1,AIR_Quality_Sensor_CO2_2,AIR_Quality_Sensor_Dew_point_2,AIR_Quality_Sensor_Humidity_2,AIR_Quality_Sensor_Temperature_2,AIR_Quality_Sensor_VOC_2,AirQualitySensor_SensorTemperature,AirQualitySensor_SensorRelativeHumidity,AirQualitySensor_SensorVOLATILE_ORGANIC_COMPOUND,AirQualitySensor_SensorDewPoint,AirQualitySensor_SensorCO2,Weather_Station_Air_Pressure_1,Weather_Station_Dew_Point_1,Weather_Station_Electricity_meter_1,Weather_Station_Heat_meter_1,Weather_Station_Humidity_1,Weather_Station_Luminance_1,Weather_Station_Temperature_1,Weather_Station_Wind_Speed_1,Rain_Sensor_Precipitation_2,Rain_Sensor_Water_Meter_2,Rain_Sensor_Battery_2,Temperature_25,Temperature_26,Temperature_27,Weather_Station_Air_Pressure_2,Weather_Station_Dew_Point_2,Weather_Station_Electricity_meter_2,Weather_Station_Heat_meter_2,Weather_Station_Humidity_2,Weather_Station_Luminance_2,Weather_Station_Temperature_2,Weather_Station_Wind_Speed_2,wind_sensor_power,wind_sensor_energy,Window_opening_power,Window_opening_energy,Slats_angle_power,Slats_angle_energy,Window_blinds_power,Window_blinds_energy,Weather_Station_Air_Pressure_3,Weather_Station_Dew_Point_3,Weather_Station_Electricity_meter_3,Weather_Station_Heat_meter_3,Weather_Station_Humidity_3,Weather_Station_Luminance_3,Weather_Station_Temperature_3,Weather_Station_Wind_Speed_3,AIR_Quality_Sensor_CO2_3,AIR_Quality_Sensor_Dew_point_3,AIR_Quality_Sensor_Humidity_3,AIR_Quality_Sensor_Temperature_3,AIR_Quality_Sensor_VOC_3,AIR_Quality_Sensor_CO2_4,AIR_Quality_Sensor_Dew_point_4,AIR_Quality_Sensor_Humidity_4,AIR_Quality_Sensor_Temperature_4,AIR_Quality_Sensor_VOC_4,AIR_Quality_Sensor_CO2_5,AIR_Quality_Sensor_Dew_point_5,AIR_Quality_Sensor_Humidity_5,AIR_Quality_Sensor_Temperature_5,AIR_Quality_Sensor_VOC_5
2021-09-10,00:05:30,16.99,16.83,16.21,16.13,14.92,14.87,80,86,92,1,1,18,4.42,0.0,0.14666666666666667,0.0,0.0,0.0,0.0,23.7,45,0,0,OFF,OFF,OFF,0,16.3,75,0,0,OFF,OFF,29.4,29.5,18.92,29.4,20.46,9.0,6.0,82.62,38.0,70.57,18,73,23.5,19.5,2,1,OFF,OFF,100,100,6.322,1.268,1,0,OFF,OFF,0.922,4.372,0,0,OFF,OFF,0,0,100,100,0,0.156,72,483,15.1,70,20.4,0.33,24.3,53,1.268,14.3,400,95.6,13.7,66.78443,398270,60,21,21.7,2,0,0.492,74,25.27,33.29,27.48,95.6,10.5,2.24089,9,46,0,25.7,0,0,0,0,0,0,0,0,0,95.5,12.4,10.19327,6728,56,21,21.5,0,536,14.9,68,20.9,0.194,671,14.9,71,20.3,0.231,580,14.8,62,22.4,4.372
2021-09-10,00:06:01,16.99,16.83,16.21,16.13,14.92,14.87,80,86,92,1,1,18,4.42,0.0,0.14666666666666667,0.0,0.0,0.0,0.0,23.7,45,0,0,OFF,OFF,OFF,0,16.3,76,0,0,OFF,OFF,29.4,29.5,18.92,29.4,20.46,9.0,6.0,82.62,38.0,70.57,18,73,23.5,19.5,2,1,OFF,OFF,100,100,6.322,1.268,1,0,OFF,OFF,0.922,4.372,0,0,OFF,OFF,0,0,100,100,0,0.156,70,483,15.1,70,20.4,0.33,24.3,53,1.268,14.3,400,95.6,13.7,66.78443,398270,60,21,21.7,2,0,0.492,74,25.27,33.29,27.48,95.6,10.5,2.24089,9,46,0,25.7,0,0,0,0,0,0,0,0,0,95.5,12.4,10.19327,6728,56,21,21.5,0,536,14.9,68,20.9,0.194,671,14.9,71,20.3,0.231,580,14.8,62,22.4,4.372
2021-09-10,00:06:31,16.99,16.83,16.21,16.13,14.92,14.87,80,86,92,1,1,18,4.42,0.0,0.14666666666666667,0.0,0.0,0.0,0.0,23.7,45,0,0,OFF,OFF,OFF,0,16.3,75,0,0,OFF,OFF,29.4,29.5,18.92,29.4,20.46,9.0,6.0,82.62,38.0,70.57,18,74,23.5,19.5,2,1,OFF,OFF,100,100,6.322,1.268,1,0,OFF,OFF,0.922,4.372,0,0,OFF,OFF,0,0,100,100,0,0.156,70,483,15.1,70,20.4,0.33,24.3,53,1.268,14.3,400,95.6,13.7,66.78443,398270,60,21,21.7,2,0,0.492,74,24.67,33.29,27.48,95.6,10.5,2.24089,9,46,0,25.7,0,0,0,0,0,0,0,0,0,95.5,12.4,10.19327,6728,56,21,21.5,0,536,14.9,68,20.9,0.194,671,14.9,71,20.3,0.231,580,14.8,62,22.4,4.372
2021-09-10,00:07:01,16.99,16.83,16.21,16.13,14.92,14.87,80,86,92,1,1,18,4.42,0.0,0.14666666666666667,0.0,0.0,0.0,0.0,23.7,45,0,0,OFF,OFF,OFF,0,16.3,75,0,0,OFF,OFF,29.4,29.5,18.92,29.4,20.46,9.0,6.0,82.62,38.0,70.57,18,74,23.5,19.5,2,1,OFF,OFF,100,100,6.322,1.268,1,0,OFF,OFF,0.922,4.372,0,0,OFF,OFF,0,0,100,100,0,0.156,70,483,15.1,70,20.4,0.33,24.3,53,1.268,14.3,400,95.6,13.7,66.78443,398270,60,21,21.7,2,0,0.492,74,24.67,33.29,27.48,95.6,10.5,2.24089,9,46,0,25.7,0,0,0,0,0,0,0,0,0,95.5,12.4,10.19327,6728,56,21,21.5,0,536,14.9,68,20.9,0.194,671,14.9,71,20.3,0.231,580,14.8,62,22.4,4.372
2021-09-10,00:07:31,16.99,16.83,16.21,16.13,14.92,14.87,80,86,92,1,1,18,4.42,0.0,0.14666666666666667,0.0,0.0,0.0,0.0,23.7,45,0,0,OFF,OFF,OFF,0,16.3,75,0,0,OFF,OFF,29.4,29.5,18.92,29.4,20.46,9.0,6.0,82.62,38.0,70.57,18,74,23.5,19.5,2,1,OFF,OFF,100,100,6.322,1.268,1,0,OFF,OFF,0.922,4.372,0,0,OFF,OFF,0,0,100,100,0,0.156,70,483,15.1,70,20.4,0.33,24.3,53,1.268,14.3,400,95.6,13.7,66.78443,398270,60,21,21.7,2,0,0.492,74,24.67,33.29,27.48,95.6,10.5,2.24089,9,46,0,25.7,0,0,0,0,0,0,0,0,0,95.5,12.4,10.19327,6728,56,21,21.5,0,536,14.9,68,20.9,0.922,671,14.9,71,20.3,0.922,580,14.8,62,22.4,0.922
2021-09-10,00:08:02,16.99,16.83,16.21,16.13,14.92,14.87,80,86,92,1,1,18,4.42,0.0,0.14666666666666667,0.0,0.0,0.0,0.0,23.7,45,0,0,OFF,OFF,OFF,0,16.3,75,0,0,OFF,OFF,29.4,29.5,18.92,29.4,20.46,9.0,6.0,82.62,38.0,70.57,18,74,23.5,19.5,2,1,OFF,OFF,100,100,6.322,1.268,1,0,OFF,OFF,0.922,4.372,0,0,OFF,OFF,0,0,100,100,0,0.156,70,483,15.1,70,20.4,0.33,24.3,53,1.268,14.3,400,95.6,13.7,66.78443,398270,60,21,21.7,2,0,0.492,74,24.67,33.29,27.48,95.6,10.5,2.24089,9,46,0,25.7,0,0,0,0,0,0,0,0,0,95.5,12.4,10.19327,6728,56,21,21.5,0,536,14.9,69,20.9,0.922,671,14.9,71,20.3,0.922,580,14.8,62,22.4,0.922
2021-09-10,00:08:32,16.99,16.83,16.21,16.13,14.92,14.87,80,86,92,1,1,18,4.42,0.0,0.14666666666666667,0.0,0.0,0.0,0.0,23.7,45,0,0,OFF,OFF,OFF,0,16.3,76,0,0,OFF,OFF,29.4,29.5,18.92,29.4,20.46,9.0,6.0,82.62,38.0,70.57,18,74,23.5,19.5,2,1,OFF,OFF,100,100,6.322,1.268,1,0,OFF,OFF,0.922,4.372,0,0,OFF,OFF,0,0,100,100,0,0.156,70,483,15.1,70,20.4,0.33,24.3,53,1.268,14.3,400,95.6,13.7,66.78443,398270,60,21,21.7,2,0,0.492,74,24.67,33.29,27.48,95.6,10.5,2.24089,9,46,0,25.7,0,0,0,0,0,0,0,0,0,95.5,12.4,10.19327,6728,56,21,21.5,0,536,14.9,69,20.9,0.922,671,14.9,71,20.3,0.922,580,14.8,62,22.4,0.922
2021-09-10,00:09:02,16.99,16.83,16.21,16.13,14.92,14.87,80,86,92,1,1,18,4.42,0.0,0.14666666666666667,0.0,0.0,0.0,0.0,23.7,45,0,0,OFF,OFF,OFF,0,16.2,76,0,0,OFF,OFF,29.4,29.5,18.92,29.4,20.46,9.0,6.0,82.62,38.0,70.57,18,74,23.5,19.5,2,1,OFF,OFF,100,100,6.322,1.268,1,0,OFF,OFF,0.922,4.372,0,0,OFF,OFF,0,0,100,100,0,0.156,70,483,15.1,70,20.4,0.33,24.3,53,1.268,14.3,400,95.6,13.7,66.78443,398270,60,21,21.7,2,0,0.492,74,24.67,32.76,27.48,95.6,10.5,2.24089,9,46,0,25.7,0,0,0,0,0,0,0,0,0,95.5,12.4,10.19327,6728,56,21,21.5,0,536,14.9,69,20.9,0.922,671,14.9,71,20.3,0.922,580,14.8,62,22.4,0.922
2021-09-10,00:09:44,16.99,16.83,16.21,16.13,14.92,14.87,80,86,92,1,1,18,4.42,0.0,0.14666666666666667,0.0,0.0,0.0,0.0,23.7,45,0,0,OFF,OFF,OFF,0,16.3,76,0,0,OFF,OFF,29.4,29.5,18.92,29.4,20.46,9.0,6.0,82.62,38.0,70.57,18,74,23.5,19.5,2,1,OFF,OFF,100,100,6.322,1.268,1,0,OFF,OFF,0.922,4.372,0,0,OFF,OFF,0,0,100,100,0,0.156,70,483,15.1,70,20.4,0.33,24.3,53,1.268,14.3,400,95.6,13.7,66.78443,398270,60,21,21.7,2,0,0.492,74,24.67,32.76,27.48,95.6,10.5,2.24089,9,46,0,25.7,0,0,0,0,0,0,0,0,0,95.5,12.4,10.19327,6728,56,21,21.5,0,536,14.9,69,20.9,0.922,671,14.9,71,20.3,0.922,580,14.8,62,22.4,0.922
2021-09-10,00:10:14,16.99,16.83,16.21,16.13,14.92,14.87,80,86,92,1,1,18,4.42,0.0,0.14666666666666667,0.0,0.0,0.0,0.0,23.6,45,0,0,OFF,OFF,OFF,0,16.3,76,0,0,OFF,OFF,29.4,29.5,18.92,29.4,20.46,9.0,6.0,82.62,38.0,70.57,18,74,23.5,19.5,2,1,OFF,OFF,100,100,6.322,1.268,1,0,OFF,OFF,0.922,4.372,0,0,OFF,OFF,0,0,100,100,0,0.156,70,483,15.1,70,20.4,0.33,24.3,53,1.268,14.3,400,95.6,13.7,66.78443,398270,60,21,21.7,2,0,0.492,74,24.67,32.76,27.48,95.6,10.5,2.24089,9,46,0,25.7,0,0,0,0,0,0,0,0,0,95.5,12.4,10.19327,6728,56,21,21.5,0,536,14.9,69,20.9,0.922,671,14.9,71,20.3,0.922,580,14.8,62,22.4,0.922
2021-09-10,00:10:44,16.99,16.83,16.21,16.13,14.92,14.87,80,86,92,1,1,18,4.42,0.0,0.14666666666666667,0.0,0.0,0.0,0.0,23.6,45,0,0,OFF,OFF,OFF,0,16.3,76,0,0,OFF,OFF,29.4,29.5,18.92,29.4,20.46,9.0,6.0,82.62,38.0,70.57,18,74,23.5,19.5,2,1,OFF,OFF,100,100,6.322,1.268,1,0,OFF,OFF,0.922,4.372,0,0,OFF,OFF,0,0,100,100,0,0.156,70,483,15.1,70,20.4,0.33,24.3,53,1.268,14.3,400,95.6,13.7,66.78443,398270,60,21,21.7,2,0,0.492,74,24.67,32.76,27.48,95.6,10.5,2.24089,9,46,0,25.7,0,0,0,0,0,0,0,0,0,95.5,12.4,10.19327,6728,56,21,21.5,0,536,14.9,69,20.9,0.922,671,14.9,71,20.3,0.922,580,14.8,62,22.4,0.922
2021-09-10,00:11:14,16.99,16.83,16.21,16.13,14.92,14.87,80,86,92,1,1,18,4.42,0.0,0.14666666666666667,0.0,0.0,0.0,0.0,23.7,45,0,0,OFF,OFF,OFF,0,16.3,76,0,0,OFF,OFF,29.4,29.5,18.92,29.4,20.46,9.0,6.0,82.62,38.0,70.57,18,74,22.5,19.5,2,1,OFF,OFF,100,100,6.322,1.268,1,0,OFF,OFF,0.922,4.372,0,0,OFF,OFF,0,0,100,100,0,0.156,70,483,15.1,70,20.4,0.33,24.3,53,1.268,14.3,400,95.6,13.7,66.78443,398270,60,21,21.7,2,0,0.492,74,24.67,32.76,27.48,95.6,10.5,2.24089,9,46,0,25.7,0,0,0,0,0,0,0,0,0,95.5,12.4,10.19327,6728,56,21,21.5,0,536,14.9,69,20.9,0.922,671,14.9,71,20.3,0.922,580,14.8,62,22.4,0.922
