date,time,localCurrentTemperature,localCurrentApparentTemperature,LocalForecastedTemperature_3,LocalForecastedApparentTemperature_3,LocalForecastedTemperature_6,LocalForecastedApparentTemperature_6,localCurrentHumidity,LocalForecastedHumidity_3,LocalForecastedHumidity_6,LocalCurrent_Cloudiness,LocalForecastedCloudiness_3,LocalForecastedCloudiness_6,localCurrentUVIndex,LocalCurrent_Rain,LocalForecastedRain_3,LocalForecastedRain_6,LocalCurrent_Snow,LocalForecastedSnow_3,LocalForecastedSnow_6,SensorTemperature,SensorRelativeHumidity,SensorUltraviolet,SensorLuminance,MotionAlarm,TamperAlarm,WallPlugSwitch1_Switch_1,WallPlugSwitch1_SensorPower_1,Multisensor_outside_SensorTemperature,Multisensor_outside_SensorRelativeHumidity,Multisensor_outside_SensorUltraviolet,Multisensor_outside_SensorLuminance,Multisensor_outside_TamperAlarm,Multisensor_outside_MotionAlarm,sensor1_temperature,sensor2_temperature,sensor3_temperature,sensor4_temperature,sensor5_temperature,sensor1_humidity,sensor2_humidity,sensor3_humidity,sensor4_humidity,sensor5_humidity,Enocean_Temperature_1,Enocean_Humidity_1,Brightness_sensor_temperature_1,Brightness_Sensor_Temperature_2,Brightness_Sensor_Ambient_Brightness_1,Brightness_Sensor_Ambient_Brightness_2,Brightness_Sensor_Motion_detection_1,Brightness_Sensor_Motion_detection_2,Brightness_Sensor_Battery_1,Brightness_Sensor_Battery_2,Socket_Energy_1,Socket_Energy_2,Socket_Power_1,Socket_Power_2,Socket_Switch_1,Socket_Switch_2,Socket_Energy_3,Socket_Energy_4,Socket_Power_3,Socket_Power_4,Socket_Switch_3,Socket_Switch_4,Luminance_Sensor_Luminance_1,Luminance_Sensor_Luminance_2,Luminance_Sensor_Battery_1,Luminance_Sensor_Battery_2,Rain_Sensor_Precipitation_1,Rain_Sensor_Water_Meter_1,Rain_Sensor_Battery_1,AIR_Quality_Sensor_CO2_2,AIR_Quality_Sensor_Dew_point_2,AIR_Quality_Sensor_Humidity_2,AIR_Quality_Sensor_Temperature_2,AIR_Quality_Sensor_VOC_2,AirQualitySensor_SensorTemperature,AirQualitySensor_SensorRelativeHumidity,AirQualitySensor_SensorVOLATILE_ORGANIC_COMPOUND,AirQualitySensor_SensorDewPoint,AirQualitySensor_SensorCO2,Weather_Station_Air_Pressure_1,Weather_Station_Dew_Point_1,Weather_Station_Electricity_meter_1,Weather_Station_Heat_meter_1,Weather_Station_Humidity_1,Weather_Station_Luminance_1,Weather_Station_Temperature_1,Weather_Station_Wind_Speed_1,Rain_Sensor_Precipitation_2,Rain_Sensor_Water_Meter_2,Rain_Sensor_Battery_2,Temperature_25,Temperature_26,Temperature_27,Weather_Station_Air_Pressure_2,Weather_Station_Dew_Point_2,Weather_Station_Electricity_meter_2,Weather_Station_Heat_meter_2,Weather_Station_Humidity_2,Weather_Station_Luminance_2,Weather_Station_Temperature_2,Weather_Station_Wind_Speed_2,wind_sensor_power,wind_sensor_energy
2021-08-08,00:07:40,14.17,13.94,13.99,13.82,13.53,13.31,88,91,91,100,100,100,6.27,0.0,0.0,0.03666666666666667,0.0,0.0,0.0,23,59,0,0,OFF,OFF,ON,0,14.9,100,0,0,OFF,OFF,29.4,29.5,21.23,29.4,27.17,9.0,6.0,70.48,38.0,50.59,22,65,20,24.5,13,99,OFF,OFF,100,100,4.946,1.247,1,0,ON,OFF,0.765,4.355,0,0.0,OFF,ON,40991,3121,100,100,0,0.134,74,416,12.4,69,18.6,0.001,23.2,45,0.001,10.5,436,95.7,11.5,37.94701,184177,74,100,16.3,6,0,0.3495,71,21.1,29.11,21.21,95.4,8.5,14.52021,24,50,37,19.3,0,0,0
2021-08-08,00:08:09,14.17,13.94,13.99,13.82,13.53,13.31,88,91,91,100,100,100,6.27,0.0,0.0,0.03666666666666667,0.0,0.0,0.0,23,59,0,0,OFF,OFF,ON,0,14.9,100,0,0,OFF,OFF,29.4,29.5,21.23,29.4,27.17,9.0,6.0,70.48,38.0,50.59,22,65,20,24.5,13,99,OFF,OFF,100,100,4.946,1.247,1,0,ON,OFF,0.765,4.355,0,0.0,OFF,ON,40991,3121,100,100,0,0.134,74,416,12.4,69,18.6,0.001,23.2,45,0.001,10.5,436,95.7,11.5,37.94701,184177,74,100,16.3,6,0,0.3495,71,21.1,29.11,21.21,95.4,8.5,14.52021,24,50,37,19.3,0,0,0
2021-08-08,00:08:39,14.17,13.94,13.99,13.82,13.53,13.31,88,91,91,100,100,100,6.27,0.0,0.0,0.03666666666666667,0.0,0.0,0.0,23,59,0,0,OFF,OFF,ON,0,14.9,100,0,0,OFF,OFF,29.4,29.5,21.23,29.4,27.17,9.0,6.0,70.48,38.0,50.59,22,65,20,24.5,13,99,OFF,OFF,100,100,4.946,1.247,1,0,ON,OFF,0.765,4.355,0,0.0,OFF,ON,40991,3121,100,100,0,0.134,74,416,12.4,69,18.6,0.001,23.2,45,0.001,10.5,436,95.7,11.5,37.94701,184177,74,100,16.3,6,0,0.3495,71,21.1,29.11,21.21,95.4,8.5,14.52021,24,50,37,19.3,0,0,0
2021-08-08,00:09:09,14.17,13.94,13.99,13.82,13.53,13.31,88,91,91,100,100,100,6.27,0.0,0.0,0.03666666666666667,0.0,0.0,0.0,23,59,0,0,OFF,OFF,ON,0,14.9,100,0,0,OFF,OFF,29.4,29.5,21.23,29.4,27.17,9.0,6.0,70.48,38.0,50.59,22,65,20,24.5,13,99,OFF,OFF,100,100,4.946,1.247,1,0,ON,OFF,0.765,4.355,0,0.0,OFF,ON,40991,3121,100,100,0,0.134,74,416,12.4,69,18.7,0.001,23.2,45,0.001,10.5,436,95.7,11.5,37.94701,184177,74,100,16.3,6,0,0.3495,71,21.1,29.11,21.21,95.4,8.5,14.52021,24,50,37,19.3,0,0,0
2021-08-08,00:09:39,14.17,13.94,13.99,13.82,13.53,13.31,88,91,91,100,100,100,6.27,0.0,0.0,0.03666666666666667,0.0,0.0,0.0,23,59,0,0,OFF,OFF,ON,0,14.9,100,0,0,OFF,OFF,29.4,29.5,21.23,29.4,27.17,9.0,6.0,70.48,38.0,50.59,22,65,20,24.5,13,99,OFF,OFF,100,100,4.946,1.247,1,0,ON,OFF,0.765,4.355,0,0.0,OFF,ON,40991,3121,100,100,0,0.134,74,416,12.4,69,18.7,0.001,23.2,45,0.001,10.5,436,95.7,11.5,37.94701,184177,74,100,16.3,6,0,0.3495,71,21.1,29.11,21.21,95.4,8.5,14.52021,24,50,37,19.3,0,0,0
2021-08-08,00:10:09,14.17,13.94,13.99,13.82,13.53,13.31,88,91,91,100,100,100,6.27,0.0,0.0,0.03666666666666667,0.0,0.0,0.0,23,59,0,0,OFF,OFF,ON,0,14.9,100,0,0,OFF,OFF,29.4,29.5,21.23,29.4,27.17,9.0,6.0,70.48,38.0,50.59,22,65,20,24.5,13,99,OFF,OFF,100,100,4.946,1.247,1,0,ON,OFF,0.765,4.355,0,0.0,OFF,ON,40991,3121,100,100,0,0.134,74,416,12.4,69,18.7,0.001,23.2,45,0.001,10.5,436,95.7,11.5,37.94701,184177,74,100,16.3,6,0,0.3495,71,21.1,29.11,21.21,95.4,8.5,14.52021,24,50,37,19.3,0,0,0
2021-08-08,00:10:38,14.17,13.94,13.99,13.82,13.53,13.31,88,91,91,100,100,100,6.27,0.0,0.0,0.03666666666666667,0.0,0.0,0.0,23,59,0,0,OFF,OFF,ON,0,14.9,100,0,0,OFF,OFF,29.4,29.5,21.23,29.4,27.17,9.0,6.0,70.48,38.0,50.59,22,65,20,24.5,13,99,OFF,OFF,100,100,4.946,1.247,1,0,ON,OFF,0.765,4.355,0,0.0,OFF,ON,40991,3121,100,100,0,0.134,74,416,12.4,69,18.7,0.001,23.2,45,0.001,10.5,436,95.7,11.5,37.94701,184177,74,100,16.3,6,0,0.3495,71,21.1,29.11,21.21,95.4,8.5,14.52021,24,50,37,19.3,0,0,0
2021-08-08,00:11:08,14.17,13.94,13.99,13.82,13.53,13.31,88,91,91,100,100,100,6.27,0.0,0.0,0.03666666666666667,0.0,0.0,0.0,23,59,0,0,OFF,OFF,ON,0,14.9,100,0,0,OFF,OFF,29.4,29.5,21.23,29.4,27.17,9.0,6.0,70.48,38.0,50.59,22,65,20,24.5,13,99,OFF,OFF,100,100,4.946,1.247,1,0,ON,OFF,0.765,4.355,0,0.0,OFF,ON,40991,3121,100,100,0,0.134,74,416,12.4,69,18.7,0.001,23.2,45,0.001,10.5,436,95.7,11.5,37.94701,184177,74,100,16.3,6,0,0.3495,71,21.1,29.11,21.21,95.4,8.5,14.52021,24,50,37,19.3,0,0,0
2021-08-08,00:11:38,14.17,13.94,13.99,13.82,13.53,13.31,88,91,91,100,100,100,6.27,0.0,0.0,0.03666666666666667,0.0,0.0,0.0,23,59,0,0,OFF,OFF,ON,0,14.8,100,0,0,OFF,OFF,29.4,29.5,21.23,29.4,27.17,9.0,6.0,70.48,38.0,50.59,22,65,20,24.5,13,99,OFF,OFF,100,100,4.946,1.247,1,0,ON,OFF,0.765,4.355,0,0.0,OFF,ON,40991,3121,100,100,0,0.134,74,416,12.4,69,18.7,0.001,23.2,45,0.001,10.5,436,95.7,11.5,37.94701,184177,74,100,16.3,6,0,0.3495,71,21.1,29.11,21.21,95.4,8.5,14.52021,24,50,37,19.3,0,0,0
2021-08-08,00:12:08,14.17,13.94,13.99,13.82,13.53,13.31,88,91,91,100,100,100,6.27,0.0,0.0,0.03666666666666667,0.0,0.0,0.0,23,59,0,0,OFF,OFF,ON,0,14.8,100,0,0,OFF,OFF,29.4,29.5,21.23,29.4,27.17,9.0,6.0,70.48,38.0,50.59,22,65,20,24.5,13,99,OFF,OFF,100,100,4.946,1.247,1,0,ON,OFF,0.765,4.355,0,0.0,OFF,ON,40991,3121,100,100,0,0.134,74,416,12.4,69,18.7,0.001,23.2,45,0.001,10.5,436,95.7,11.5,37.94701,184177,74,100,16.3,6,0,0.3495,71,21.1,29.11,21.21,95.4,8.5,14.52021,24,50,37,19.3,0,0,0
2021-08-08,00:12:38,14.17,13.94,13.99,13.82,13.53,13.31,88,91,91,100,100,100,6.27,0.0,0.0,0.03666666666666667,0.0,0.0,0.0,23,59,0,0,OFF,OFF,ON,0,14.8,100,0,0,OFF,OFF,29.4,29.5,21.23,29.4,27.17,9.0,6.0,70.48,38.0,50.59,22,65,20,24.5,13,99,OFF,OFF,100,100,4.946,1.247,1,0,ON,OFF,0.765,4.355,0,0.0,OFF,ON,40991,3121,100,100,0,0.134,74,416,12.4,69,18.7,0.001,23.2,45,0.001,10.5,436,95.7,11.5,37.94701,184177,74,100,16.3,6,0,0.3495,71,21.1,29.11,21.21,95.4,8.5,14.52021,24,50,37,19.3,0,0,0
2021-08-08,00:13:08,14.17,13.94,13.99,13.82,13.53,13.31,88,91,91,100,100,100,6.27,0.0,0.0,0.03666666666666667,0.0,0.0,0.0,23,59,0,0,OFF,OFF,ON,0,14.9,100,0,0,OFF,OFF,29.4,29.5,21.23,29.4,27.17,9.0,6.0,70.48,38.0,50.59,22,65,20,24.5,13,99,OFF,OFF,100,100,4.946,1.247,1,0,ON,OFF,0.765,4.355,0,0.0,OFF,ON,40991,3121,100,100,0,0.134,74,416,12.4,69,18.7,0.001,23.2,45,0.001,10.5,436,95.7,11.5,37.94701,184177,74,100,16.3,6,0,0.3495,71,21.1,29.11,21.21,95.4,8.5,14.52021,24,50,37,19.3,0,0,0
2021-08-08,00:13:37,14.17,13.94,13.99,13.82,13.53,13.31,88,91,91,100,100,100,6.27,0.0,0.0,0.03666666666666667,0.0,0.0,0.0,23,59,0,0,OFF,OFF,ON,0,14.9,100,0,0,OFF,OFF,29.4,29.5,21.23,29.4,27.17,9.0,6.0,70.48,38.0,50.59,22,65,20,24.5,13,99,OFF,OFF,100,100,4.946,1.247,1,0,ON,OFF,0.765,4.355,0,0.0,OFF,ON,40991,3121,100,100,0,0.134,74,416,12.4,69,18.7,0.001,23.2,45,0.001,10.5,436,95.7,11.5,37.94701,184177,74,100,16.3,6,0,0.3495,71,21.1,29.11,21.21,95.4,8.5,14.52021,24,50,37,19.3,0,0,0
2021-08-08,00:14:07,14.17,13.94,13.99,13.82,13.53,13.31,88,91,91,100,100,100,6.27,0.0,0.0,0.03666666666666667,0.0,0.0,0.0,23,59,0,0,OFF,OFF,ON,0,14.9,100,0,0,OFF,OFF,29.4,29.5,21.23,29.4,27.17,9.0,6.0,70.48,38.0,50.59,22,65,20,24.5,13,99,OFF,OFF,100,100,4.946,1.247,1,0,ON,OFF,0.765,4.355,0,0.0,OFF,ON,40991,3121,100,100,0,0.134,74,416,12.4,69,18.7,0.001,23.2,45,0.001,10.5,436,95.7,11.5,37.94701,184177,74,100,16.3,6,0,0.3495,71,21.1,29.11,21.21,95.4,8.5,14.52021,24,50,37,19.3,0,0,0
2021-08-08,00:14:37,14.17,13.94,13.99,13.82,13.53,13.31,88,91,91,100,100,100,6.27,0.0,0.0,0.03666666666666667,0.0,0.0,0.0,23,59,0,0,OFF,OFF,ON,0,14.8,100,0,0,OFF,OFF,29.4,29.5,21.23,29.4,27.17,9.0,6.0,70.48,38.0,50.59,22,65,20,24.5,13,99,OFF,OFF,100,100,4.946,1.247,1,0,ON,OFF,0.765,4.355,0,0.0,OFF,ON,40991,3121,100,100,0,0.134,74,416,12.4,69,18.7,0.001,23.2,45,0.001,10.5,436,95.7,11.5,37.94701,184177,74,100,16.3,6,0,0.3495,71,21.1,29.11,21.21,95.4,8.5,14.52021,24,50,37,19.3,0,0,0
2021-08-08,00:15:07,14.17,13.94,13.99,13.82,13.53,13.31,88,91,91,100,100,100,6.27,0.0,0.0,0.03666666666666667,0.0,0.0,0.0,23,59,0,0,OFF,OFF,ON,0,14.8,100,0,0,OFF,OFF,29.4,29.5,21.23,29.4,27.17,9.0,6.0,70.48,38.0,50.59,22,65,20,24.5,13,99,OFF,OFF,100,100,4.946,1.247,1,0,ON,OFF,0.765,4.355,0,0.0,OFF,ON,40991,3121,100,100,0,0.134,74,416,12.4,69,18.7,0.001,23.2,45,0.001,10.5,436,95.7,11.5,37.94701,184177,74,100,16.3,6,0,0.3495,71,21.1,29.11,21.21,95.4,8.5,14.52021,24,50,37,19.3,0,0,0
