date,time,localCurrentTemperature,localCurrentApparentTemperature,LocalForecastedTemperature_3,LocalForecastedApparentTemperature_3,LocalForecastedTemperature_6,LocalForecastedApparentTemperature_6,localCurrentHumidity,LocalForecastedHumidity_3,LocalForecastedHumidity_6,LocalCurrent_Cloudiness,LocalForecastedCloudiness_3,LocalForecastedCloudiness_6,localCurrentUVIndex,LocalCurrent_Rain,LocalForecastedRain_3,LocalForecastedRain_6,LocalCurrent_Snow,LocalForecastedSnow_3,LocalForecastedSnow_6,SensorTemperature,SensorRelativeHumidity,SensorUltraviolet,SensorLuminance,MotionAlarm,TamperAlarm,WallPlugSwitch1_Switch_1,WallPlugSwitch1_SensorPower_1,Multisensor_outside_SensorTemperature,Multisensor_outside_SensorRelativeHumidity,Multisensor_outside_SensorUltraviolet,Multisensor_outside_SensorLuminance,Multisensor_outside_TamperAlarm,Multisensor_outside_MotionAlarm,sensor1_temperature,sensor2_temperature,sensor3_temperature,sensor4_temperature,sensor5_temperature,sensor1_humidity,sensor2_humidity,sensor3_humidity,sensor4_humidity,sensor5_humidity,Enocean_Temperature_1,Enocean_Humidity_1,Brightness_sensor_temperature_1,Brightness_Sensor_Temperature_2,Brightness_Sensor_Ambient_Brightness_1,Brightness_Sensor_Ambient_Brightness_2,Brightness_Sensor_Motion_detection_1,Brightness_Sensor_Motion_detection_2,Brightness_Sensor_Battery_1,Brightness_Sensor_Battery_2,Socket_Energy_1,Socket_Energy_2,Socket_Power_1,Socket_Power_2,Socket_Switch_1,Socket_Switch_2,Socket_Energy_3,Socket_Energy_4,Socket_Power_3,Socket_Power_4,Socket_Switch_3,Socket_Switch_4,Luminance_Sensor_Luminance_1,Luminance_Sensor_Luminance_2,Luminance_Sensor_Battery_1,Luminance_Sensor_Battery_2,Rain_Sensor_Precipitation_1,Rain_Sensor_Water_Meter_1,Rain_Sensor_Battery_1,AIR_Quality_Sensor_CO2_2,AIR_Quality_Sensor_Dew_point_2,AIR_Quality_Sensor_Humidity_2,AIR_Quality_Sensor_Temperature_2,AIR_Quality_Sensor_VOC_2,AirQualitySensor_SensorTemperature,AirQualitySensor_SensorRelativeHumidity,AirQualitySensor_SensorVOLATILE_ORGANIC_COMPOUND,AirQualitySensor_SensorDewPoint,AirQualitySensor_SensorCO2,Weather_Station_Air_Pressure_1,Weather_Station_Dew_Point_1,Weather_Station_Electricity_meter_1,Weather_Station_Heat_meter_1,Weather_Station_Humidity_1,Weather_Station_Luminance_1,Weather_Station_Temperature_1,Weather_Station_Wind_Speed_1,Rain_Sensor_Precipitation_2,Rain_Sensor_Water_Meter_2,Rain_Sensor_Battery_2,Temperature_25,Temperature_26,Temperature_27
2021-07-15,00:05:06,14.65,14.39,14.22,14.0,13.43,13.28,85,88,94,91,90,96,7.37,0.0,0.0,0.6466666666666666,0.0,0.0,0.0,26.2,48,0,0,OFF,OFF,OFF,0.0,18.9,72,0,0,OFF,OFF,29.4,29.5,15.29,29.4,16.61,39.1,34.7,100.0,38.0,87.18,15,90,19.5,17.5,6,98,OFF,OFF,100,100,3.893,1.242,0,0,OFF,OFF,0.764,4.355,0,0.0,OFF,OFF,11784,592,100,100,0,0.1315,72,454,13.1,87,15.4,4.355,21.9,53,4.355,11.9,418,95.4,13.2,19.26608,79559,83,100,14.9,6,0.0,0.289,70,20.27,29.26,21.02
2021-07-15,00:05:36,14.65,14.39,14.22,14.0,13.43,13.28,85,88,94,91,90,96,7.37,0.0,0.0,0.6466666666666666,0.0,0.0,0.0,26.2,48,0,0,OFF,OFF,OFF,0.0,18.9,72,0,0,OFF,OFF,29.4,29.5,15.29,29.4,16.61,39.1,34.7,100.0,38.0,87.18,15,90,19.5,17.5,6,98,OFF,OFF,100,100,3.893,1.242,0,0,OFF,OFF,0.764,4.355,0,0.0,OFF,OFF,11784,592,100,100,0,0.1315,72,454,13.1,87,15.4,4.355,21.9,53,4.355,11.9,418,95.4,13.2,19.26608,79559,83,100,14.9,6,0.0,0.289,70,20.27,29.26,21.02
2021-07-15,00:06:05,14.65,14.39,14.22,14.0,13.43,13.28,85,88,94,91,90,96,7.37,0.0,0.0,0.6466666666666666,0.0,0.0,0.0,26.2,48,0,0,OFF,OFF,OFF,0.0,18.9,72,0,0,OFF,OFF,29.4,29.5,15.29,29.4,16.61,39.1,34.7,100.0,38.0,87.18,15,90,19.5,17.5,6,98,OFF,OFF,100,100,3.893,1.242,0,0,OFF,OFF,0.764,4.355,0,0.0,OFF,OFF,11784,592,100,100,0,0.1315,72,454,13.1,87,15.4,4.355,21.9,53,4.355,11.9,418,95.4,13.2,19.26608,79559,83,100,14.9,6,0.0,0.289,70,20.27,29.26,21.02
2021-07-15,00:06:35,14.65,14.39,14.22,14.0,13.43,13.28,85,88,94,91,90,96,7.37,0.0,0.0,0.6466666666666666,0.0,0.0,0.0,26.2,48,0,0,OFF,OFF,OFF,0.0,18.9,72,0,0,OFF,OFF,29.4,29.5,15.29,29.4,16.61,39.1,34.7,100.0,38.0,87.18,15,90,19.5,17.5,6,98,OFF,OFF,100,100,3.893,1.242,0,0,OFF,OFF,0.764,4.355,0,0.0,OFF,OFF,11784,592,100,100,0,0.1315,72,454,13.1,87,15.4,4.355,21.9,53,4.355,11.9,418,95.4,13.2,19.26608,79559,83,100,14.9,6,0.0,0.289,70,20.27,29.26,21.02
2021-07-15,00:07:05,14.65,14.39,14.22,14.0,13.43,13.28,85,88,94,91,90,96,7.37,0.0,0.0,0.6466666666666666,0.0,0.0,0.0,26.2,48,0,0,OFF,OFF,OFF,0.0,18.9,73,0,0,OFF,OFF,29.4,29.5,15.29,29.4,16.61,39.1,34.7,100.0,38.0,87.18,15,90,19.5,17.5,6,98,OFF,OFF,100,100,3.893,1.242,0,0,OFF,OFF,0.764,4.355,0,0.0,OFF,OFF,11784,592,100,100,0,0.1315,72,454,13.1,87,15.4,4.355,21.9,53,4.355,11.9,418,95.4,13.2,19.26608,79559,83,100,14.9,6,0.0,0.289,70,20.27,29.26,21.02
2021-07-15,00:07:34,14.65,14.39,14.22,14.0,13.43,13.28,85,88,94,91,90,96,7.37,0.0,0.0,0.6466666666666666,0.0,0.0,0.0,26.2,48,0,0,OFF,OFF,OFF,0.0,18.8,73,0,0,OFF,OFF,29.4,29.5,15.29,29.4,16.61,39.1,34.7,100.0,38.0,87.18,15,90,19.5,17.5,6,98,OFF,OFF,100,100,3.893,1.242,0,0,OFF,OFF,0.764,4.355,0,0.0,OFF,OFF,11784,592,100,100,0,0.1315,72,454,13.1,87,15.4,4.355,21.9,53,4.355,11.9,418,95.4,13.2,19.26608,79559,83,100,14.9,6,0.0,0.289,70,20.27,29.26,21.02
2021-07-15,00:08:04,14.65,14.39,14.22,14.0,13.43,13.28,85,88,94,91,90,96,7.37,0.0,0.0,0.6466666666666666,0.0,0.0,0.0,26.2,48,0,0,OFF,OFF,OFF,0.0,18.8,73,0,0,OFF,OFF,29.4,29.5,15.29,29.4,16.61,39.1,34.7,100.0,38.0,87.18,15,90,19.5,17.5,6,98,OFF,OFF,100,100,3.893,1.242,0,0,OFF,OFF,0.764,4.355,0,0.0,OFF,OFF,11784,592,100,100,0,0.1315,72,454,13.1,87,15.4,4.355,21.9,53,4.355,11.9,418,95.4,13.2,19.26608,79559,83,100,14.9,6,0.0,0.289,70,20.27,29.26,21.02
2021-07-15,00:08:34,14.65,14.39,14.22,14.0,13.43,13.28,85,88,94,91,90,96,7.37,0.0,0.0,0.6466666666666666,0.0,0.0,0.0,26.2,48,0,0,OFF,OFF,OFF,0.0,18.8,73,0,0,OFF,OFF,29.4,29.5,15.29,29.4,16.61,39.1,34.7,100.0,38.0,87.18,15,90,19.5,17.5,6,98,OFF,OFF,100,100,3.893,1.242,0,0,OFF,OFF,0.764,4.355,0,0.0,OFF,OFF,11784,592,100,100,0,0.1315,72,454,13.1,87,15.4,4.355,21.9,53,4.355,11.9,418,95.4,13.2,19.26608,79559,83,100,14.9,6,0.0,0.289,70,20.27,29.26,21.02
2021-07-15,00:09:03,14.65,14.39,14.22,14.0,13.43,13.28,85,88,94,91,90,96,7.37,0.0,0.0,0.6466666666666666,0.0,0.0,0.0,26.2,48,0,0,OFF,OFF,OFF,0.0,18.8,73,0,0,OFF,OFF,29.4,29.5,15.29,29.4,16.61,39.1,34.7,100.0,38.0,87.18,15,90,19.5,17.5,6,98,OFF,OFF,100,100,3.893,1.242,0,0,OFF,OFF,0.764,4.355,0,0.0,OFF,OFF,11784,592,100,100,0,0.1315,72,454,13.1,87,15.4,4.355,21.9,53,4.355,11.9,418,95.4,13.2,19.26608,79559,83,100,14.9,6,0.0,0.289,70,20.27,29.26,21.02
2021-07-15,00:09:33,14.65,14.39,14.22,14.0,13.43,13.28,85,88,94,91,90,96,7.37,0.0,0.0,0.6466666666666666,0.0,0.0,0.0,26.2,48,0,0,OFF,OFF,OFF,0.0,18.8,73,0,0,OFF,OFF,29.4,29.5,15.29,29.4,16.61,39.1,34.7,100.0,38.0,87.18,15,90,19.5,17.5,6,98,OFF,OFF,100,100,3.893,1.242,0,0,OFF,OFF,0.764,4.355,0,0.0,OFF,OFF,11784,592,100,100,0,0.1315,72,454,13.1,87,15.4,4.355,21.9,53,4.355,11.9,418,95.4,13.2,19.26608,79559,83,100,14.9,6,0.0,0.289,70,20.27,29.26,21.02
2021-07-15,00:10:03,14.65,14.39,14.22,14.0,13.43,13.28,85,88,94,91,90,96,7.37,0.0,0.0,0.6466666666666666,0.0,0.0,0.0,26.2,48,0,0,OFF,OFF,OFF,0.0,18.8,73,0,0,OFF,OFF,29.4,29.5,15.29,29.4,16.61,39.1,34.7,100.0,38.0,87.18,15,90,19.5,17.5,6,98,OFF,OFF,100,100,3.893,1.242,0,0,OFF,OFF,0.764,4.355,0,0.0,OFF,OFF,11784,592,100,100,0,0.1315,72,454,13.1,87,15.4,4.355,21.9,53,4.355,11.9,418,95.4,13.2,19.26608,79559,83,100,14.9,6,0.0,0.289,70,20.27,29.26,21.02
2021-07-15,00:10:32,14.65,14.39,14.22,14.0,13.43,13.28,85,88,94,91,90,96,7.37,0.0,0.0,0.6466666666666666,0.0,0.0,0.0,26.2,48,0,0,OFF,OFF,OFF,0.0,18.8,73,0,0,OFF,OFF,29.4,29.5,15.29,29.4,16.61,39.1,34.7,100.0,38.0,87.18,15,90,19.5,17.5,6,98,OFF,OFF,100,100,3.893,1.242,0,0,OFF,OFF,0.764,4.355,0,0.0,OFF,OFF,11784,592,100,100,0,0.1315,72,454,13.1,87,15.4,4.355,21.9,53,4.355,11.9,418,95.4,13.2,19.26608,79559,83,100,14.9,6,0.0,0.289,70,20.27,29.26,21.02
2021-07-15,00:11:02,14.65,14.39,14.22,14.0,13.43,13.28,85,88,94,91,90,96,7.37,0.0,0.0,0.6466666666666666,0.0,0.0,0.0,26.2,48,0,0,OFF,OFF,OFF,0.0,18.8,73,0,0,OFF,OFF,29.4,29.5,15.29,29.4,16.61,39.1,34.7,100.0,38.0,87.18,15,90,19.5,17.5,6,98,OFF,OFF,100,100,3.893,1.242,0,0,OFF,OFF,0.764,4.355,0,0.0,OFF,OFF,11784,592,100,100,0,0.1315,72,454,13.1,87,15.4,4.355,21.9,53,4.355,11.9,418,95.4,13.2,19.26608,79559,83,100,14.9,6,0.0,0.289,70,20.27,29.26,21.02
2021-07-15,00:11:32,14.65,14.39,14.22,14.0,13.43,13.28,85,88,94,91,90,96,7.37,0.0,0.0,0.6466666666666666,0.0,0.0,0.0,26.2,48,0,0,OFF,OFF,OFF,0.0,18.8,73,0,0,OFF,OFF,29.4,29.5,15.29,29.4,16.61,39.1,34.7,100.0,38.0,87.18,15,90,19.5,17.5,6,98,OFF,OFF,100,100,3.893,1.242,0,0,OFF,OFF,0.764,4.355,0,0.0,OFF,OFF,11784,592,100,100,0,0.1315,72,454,13.1,87,15.4,4.355,21.9,53,4.355,11.9,418,95.4,13.2,19.26608,79559,83,100,14.9,6,0.0,0.289,70,20.27,29.26,21.02
2021-07-15,00:12:02,14.65,14.39,14.22,14.0,13.43,13.28,85,88,94,91,90,96,7.37,0.0,0.0,0.6466666666666666,0.0,0.0,0.0,26.2,48,0,0,OFF,OFF,OFF,0.0,18.8,73,0,0,OFF,OFF,29.4,29.5,15.29,29.4,16.61,39.1,34.7,100.0,38.0,87.18,15,90,19.5,17.5,6,98,OFF,OFF,100,100,3.893,1.242,0,0,OFF,OFF,0.764,4.355,0,0.0,OFF,OFF,11784,592,100,100,0,0.1315,72,454,13.1,87,15.4,4.355,21.9,53,4.355,11.9,418,95.4,13.2,19.26608,79559,83,100,14.9,6,0.0,0.289,70,20.27,29.26,21.02
2021-07-15,00:12:31,14.65,14.39,14.22,14.0,13.43,13.28,85,88,94,91,90,96,7.37,0.0,0.0,0.6466666666666666,0.0,0.0,0.0,26.2,48,0,0,OFF,OFF,OFF,0.0,18.9,73,0,0,OFF,OFF,29.4,29.5,15.29,29.4,16.61,39.1,34.7,100.0,38.0,87.18,15,90,19.5,17.5,6,98,OFF,OFF,100,100,3.893,1.242,0,0,OFF,OFF,0.764,4.355,0,0.0,OFF,OFF,11784,592,100,100,0,0.1315,72,454,13.1,87,15.4,4.355,21.9,53,4.355,11.9,418,95.4,13.2,19.26608,79559,83,100,14.9,6,0.0,0.289,70,20.27,29.26,21.02
2021-07-15,00:13:01,14.65,14.39,14.22,14.0,13.43,13.28,85,88,94,91,90,96,7.37,0.0,0.0,0.6466666666666666,0.0,0.0,0.0,26.2,48,0,0,OFF,OFF,OFF,0.0,18.9,73,0,0,OFF,OFF,29.4,29.5,15.29,29.4,16.61,39.1,34.7,100.0,38.0,87.18,15,90,19.5,17.5,6,98,OFF,OFF,100,100,3.893,1.242,0,0,OFF,OFF,0.764,4.355,0,0.0,OFF,OFF,11784,592,100,100,0,0.1315,72,454,13.1,87,15.4,4.355,21.9,53,4.355,11.9,418,95.4,13.2,19.26608,79559,83,100,14.9,6,0.0,0.289,70,20.27,29.26,21.02
2021-07-15,00:13:31,14.65,14.39,14.22,14.0,13.43,13.28,85,88,94,91,90,96,7.37,0.0,0.0,0.6466666666666666,0.0,0.0,0.0,26.2,48,0,0,OFF,OFF,OFF,0.0,18.9,73,0,0,OFF,OFF,29.4,29.5,15.29,29.4,16.61,39.1,34.7,100.0,38.0,87.18,15,90,19.5,17.5,6,98,OFF,OFF,100,100,3.893,1.242,0,0,OFF,OFF,0.764,4.355,0,0.0,OFF,OFF,11784,592,100,100,0,0.1315,72,454,13.1,87,15.4,4.355,21.9,53,4.355,11.9,418,95.4,13.2,19.26608,79559,83,100,14.9,6,0.0,0.289,70,20.27,29.26,21.02
2021-07-15,00:14:00,14.65,14.39,14.22,14.0,13.43,13.28,85,88,94,91,90,96,7.37,0.0,0.0,0.6466666666666666,0.0,0.0,0.0,26.2,48,0,0,OFF,OFF,OFF,0.0,18.9,73,0,0,OFF,OFF,29.4,29.5,15.29,29.4,16.61,39.1,34.7,100.0,38.0,87.18,15,90,19.5,17.5,6,98,OFF,OFF,100,100,3.893,1.242,0,0,OFF,OFF,0.764,4.355,0,0.0,OFF,OFF,11784,592,100,100,0,0.1315,72,454,13.1,87,15.4,4.355,21.9,53,4.355,11.9,418,95.4,13.2,19.26608,79559,83,100,14.9,6,0.0,0.289,70,20.27,29.26,21.02
2021-07-15,00:14:30,14.65,14.39,14.22,14.0,13.43,13.28,85,88,94,91,90,96,7.37,0.0,0.0,0.6466666666666666,0.0,0.0,0.0,26.2,48,0,0,OFF,OFF,OFF,0.0,18.9,73,0,0,OFF,OFF,29.4,29.5,15.29,29.4,16.61,39.1,34.7,100.0,38.0,87.18,15,90,19.5,17.5,6,98,OFF,OFF,100,100,3.893,1.242,0,0,OFF,OFF,0.764,4.355,0,0.0,OFF,OFF,11784,592,100,100,0,0.1315,72,454,13.1,87,15.4,4.355,21.9,53,4.355,11.9,418,95.4,13.2,19.26608,79559,83,100,14.9,6,0.0,0.289,70,20.27,29.26,21.02
2021-07-15,00:15:00,14.65,14.39,14.22,14.0,13.43,13.28,85,88,94,91,90,96,7.37,0.0,0.0,0.6466666666666666,0.0,0.0,0.0,26.2,48,0,0,OFF,OFF,OFF,0.0,18.9,73,0,0,OFF,OFF,29.4,29.5,15.29,29.4,16.61,39.1,34.7,100.0,38.0,87.18,15,90,19.5,17.5,6,98,OFF,OFF,100,100,3.893,1.242,0,0,OFF,OFF,0.764,4.355,0,0.0,OFF,OFF,11784,592,100,100,0,0.1315,72,454,13.1,87,15.4,4.355,21.9,53,4.355,11.9,418,95.4,13.2,19.26608,79559,83,100,14.9,6,0.0,0.289,70,20.27,29.26,21.02
2021-07-15,00:15:29,14.65,14.39,14.22,14.0,13.43,13.28,85,88,94,91,90,96,7.37,0.0,0.0,0.6466666666666666,0.0,0.0,0.0,26.2,48,0,0,OFF,OFF,OFF,0.0,18.9,73,0,0,OFF,OFF,29.4,29.5,15.29,29.4,16.61,39.1,34.7,100.0,38.0,87.18,15,90,19.5,17.5,6,98,OFF,OFF,100,100,3.893,1.242,0,0,OFF,OFF,0.764,4.355,0,0.0,OFF,OFF,11784,592,100,100,0,0.1315,72,454,13.1,87,15.4,4.355,21.9,53,4.355,11.9,418,95.4,13.2,19.26608,79559,83,100,14.9,6,0.0,0.289,70,20.27,29.26,21.02
2021-07-15,00:15:59,14.65,14.39,14.22,14.0,13.43,13.28,85,88,94,91,90,96,7.37,0.0,0.0,0.6466666666666666,0.0,0.0,0.0,26.2,48,0,0,OFF,OFF,OFF,0.0,18.9,73,0,0,OFF,OFF,29.4,29.5,15.29,29.4,16.61,39.1,34.7,100.0,38.0,87.18,15,90,19.5,17.5,6,98,OFF,OFF,100,100,3.893,1.242,0,0,OFF,OFF,0.764,4.355,0,0.0,OFF,OFF,11784,592,100,100,0,0.1315,72,454,13.1,87,15.4,4.355,21.9,53,4.355,11.9,418,95.4,13.2,19.26608,79559,83,100,14.9,6,0.0,0.289,70,20.27,29.26,21.02
